policy,ttft_p50_s,ttft_p90_s,tbt_p50_s,tbt_p90_s,e2e_p50_s,e2e_p90_s
PD,0.6391286760836967,17.74397797572881,0.006399153118439749,0.010130993118470988,2.29618970774485,20.37013600740825
AF,128.88974817872474,186.55732340467216,0.014169081962307928,0.016613901962159616,132.68952494166314,192.07118462124893
PD+FFN,1.01421528788699,18.521119767780608,0.00808845922382162,0.0102043773379914,3.300974924288998,21.394966597180577
PD+Linear,2.690405984432913,27.520145283719877,0.009510907249930423,0.012843887250014063,5.898169543632508,30.69675515106548
PD+Attn,22.321026062691715,44.492282883188466,0.014430806980396227,0.01687562698039713,26.622022467089813,48.11049168965995
Bifocal,0.16970284744576536,7.027866296233602,0.0018924701316018755,0.006211672323870765,0.8614881476118268,8.995407532585508
