phase,start,end,duration,npu_active,pim_active,comm_active,label
decode,868.4207057804936,868.4207244604936,1.868000003923953e-05,1,1,1,NPU+PIM+COMM
decode,868.4207244604936,868.4207647367277,4.027623413094261e-05,1,0,1,NPU+COMM
decode,868.4207647367277,868.4208447276089,7.999088120413944e-05,1,0,0,NPU_only
decode,868.4208447276089,868.4210211382504,0.00017641064141571405,1,0,1,NPU+COMM
decode,868.4210211382504,868.4211011291316,7.999088120413944e-05,1,0,0,NPU_only
decode,868.4211011291316,868.421277539773,0.00017641064141571405,1,0,1,NPU+COMM
decode,868.421277539773,868.4213575306542,7.999088120413944e-05,1,0,0,NPU_only
decode,868.4213575306542,868.4214636964937,0.00010616583949740743,1,0,1,NPU+COMM
decode,868.4214636964937,868.4214672240394,3.5275456866656896e-06,1,1,1,NPU+PIM+COMM
decode,868.4214672240394,868.4217726467532,0.00030542271383637853,1,0,1,NPU+COMM
decode,868.4217726467532,868.4217903428182,1.769606501511589e-05,1,1,1,NPU+PIM+COMM
decode,868.4217903428182,868.4217913267532,9.839350241236389e-07,1,1,0,NPU+PIM
decode,868.4217913267532,868.4218703336994,7.90069461800158e-05,1,0,0,NPU_only
decode,868.4218703336994,868.4220456176809,0.00017528398143440427,1,0,1,NPU+COMM
decode,868.4220456176809,868.4221268451902,8.122750932670897e-05,1,0,0,NPU_only
decode,868.4221268451902,868.4223021291716,0.00017528398143440427,1,0,1,NPU+COMM
decode,868.4223021291716,868.4223832467128,8.111754118544923e-05,1,0,0,NPU_only
decode,868.4223832467128,868.4225305627533,0.00014731604051121394,1,0,1,NPU+COMM
decode,868.4225305627533,868.4225372899464,6.727193067490589e-06,1,1,1,NPU+PIM+COMM
decode,868.4225372899464,868.4228149322169,0.00027764227047555323,1,0,1,NPU+COMM
decode,868.4228149322169,868.4228395130128,2.4580795980000403e-05,1,0,0,NPU_only
decode,868.4228395130128,868.4228765295361,3.701652326526528e-05,1,1,0,NPU+PIM
decode,868.4228765295361,868.422896049758,1.9520221940183546e-05,1,0,0,NPU_only
decode,868.422896049758,868.4229164752583,2.0425500224519055e-05,0,1,1,PIM+COMM
decode,868.4229164752583,868.4229164930728,1.781450009730179e-08,1,0,1,NPU+COMM
