attacc_1024x1024	9740392	9740393	9740394	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x1024.merge.csv
@collect_attacc_1024x1024	-	-	9740395	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x1024.merge_all.csv
attacc_1024x128	9740396	9740397	9740398	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x128.merge.csv
@collect_attacc_1024x128	-	-	9740399	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x128.merge_all.csv
attacc_1024x256	9740400	9740401	9740402	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x256.merge.csv
@collect_attacc_1024x256	-	-	9740403	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x256.merge_all.csv
attacc_1024x512	9740405	9740406	9740407	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x512.merge.csv
@collect_attacc_1024x512	-	-	9740408	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x512.merge_all.csv
attacc_1024x64	9740409	9740410	9740411	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x64.merge.csv
@collect_attacc_1024x64	-	-	9740412	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attacc_1024x64.merge_all.csv
attn_on_pim_1024x1024	9740413	9740414	9740415	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x1024.merge.csv
@collect_attn_on_pim_1024x1024	-	-	9740416	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x1024.merge_all.csv
attn_on_pim_1024x128	9740417	9740418	9740419	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x128.merge.csv
@collect_attn_on_pim_1024x128	-	-	9740420	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x128.merge_all.csv
attn_on_pim_1024x256	9740421	9740422	9740423	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x256.merge.csv
@collect_attn_on_pim_1024x256	-	-	9740424	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x256.merge_all.csv
attn_on_pim_1024x512	9740425	9740426	9740427	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x512.merge.csv
@collect_attn_on_pim_1024x512	-	-	9740428	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x512.merge_all.csv
attn_on_pim_1024x64	9740429	9740430	9740431	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x64.merge.csv
@collect_attn_on_pim_1024x64	-	-	9740432	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b4_s64/attn_on_pim_1024x64.merge_all.csv
