schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments
ianus_prefill-1024xdecode_256_ops_trace.csv,4096,2,64,0.2,0.5296382812499928,4.75758812096105,5.287226402211043,0.8420106513311277,6.351227824817362,7.1932384761484895,-0.31237237008113494,-1.5936397038563115,-1.9060120739374469,3.1991713637590333,0.5004526663749953,0.01758460250000081,0.0,1.859783554077013,0.4005126953124928,0.2282714843749952,0.628784179687488,0.4005126953124928,0.0,0.0,0.0,0.2282714843749952,0.0,0.03569984436034942,0
