op,op_norm,traceable,phase,batch,seq_len,dim,n_heads,n_kv_heads,ffn_dim,fast_us,fast_total_us_from_breakdown,fast_breakdown_delta_us,trace_us,abs_err_us,rel_err_pct,fast_overall_dominant,fast_mem_us,fast_compute_us,fast_compute_us_naive,fast_roofline_us,fast_naive_roofline_us,fast_kernel_launch_overhead_us,fast_utilization,fast_peak_tflops,fast_effective_tflops,fast_op_key_overhead,fast_bytes_total_B,trace_error
SOFTMAX,softmax,True,decode,1,2048,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,12.879,12.472098958333333,96.84058512565676,memory,0.4069010416666667,0.06826666666666667,0.020479999999999998,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,softmax,262144,
SV,output,True,decode,1,2048,4096,32,32,4096,3.4952533333333333,3.4952533333333333,0.0,3.568,0.07274666666666674,2.038863976083709,compute,0.21616617838541669,3.4952533333333333,1.048576,3.4952533333333333,1.048576,0.0,0.3,16.0,4.8,output,139264,
LN,rmsnorm,True,decode,1,2048,4096,32,32,4096,0.025431315104166668,0.025431315104166668,0.0,1.314,1.2885686848958333,98.06458789161593,memory,0.025431315104166668,0.004266666666666667,0.0012799999999999999,0.025431315104166668,0.025431315104166668,0.0,0.3,16.0,4.8,ln,16384,
ROPE,rope,True,decode,1,2048,4096,32,32,4096,0.025431315104166668,0.025431315104166668,0.0,8.321,8.295568684895834,99.69437188914594,memory,0.025431315104166668,0.0,0.0,0.025431315104166668,0.025431315104166668,0.0,0.3,16.0,4.8,rope,16384,
FFN_W1,ffn_gate,True,decode,1,2048,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.973999999999999,0.016506666666667336,0.2366886530924482,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,ffn_gate,16384,
FFN_W3,ffn_up,True,decode,1,2048,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,ffn_up,16384,
FFN_W2,ffn_down,True,decode,1,2048,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,ffn_down,16384,
SWIGLU,silu,True,decode,1,2048,4096,32,32,4096,0.03814697265625,0.03814697265625,0.0,0.357,0.31885302734375,89.31457348564426,memory,0.03814697265625,0.0051199999999999996,0.001536,0.03814697265625,0.03814697265625,0.0,0.3,16.0,4.8,swiglu,24576,
GELU,gelu,True,decode,1,2048,4096,32,32,4096,0.025431315104166668,0.025431315104166668,0.0,0.357,0.3315686848958333,92.87638232376283,memory,0.025431315104166668,0.0051199999999999996,0.001536,0.025431315104166668,0.025431315104166668,0.0,0.3,16.0,4.8,gelu,16384,
ADD,residual,True,decode,1,2048,4096,32,32,4096,0.03814697265625,0.03814697265625,0.0,0.003,0.03514697265625,1171.5657552083333,memory,0.03814697265625,0.0008533333333333333,0.000256,0.03814697265625,0.03814697265625,0.0,0.3,16.0,4.8,add,24576,
Q,q_proj,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,q_proj,131072,
K,k_proj,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,k_proj,131072,
V,v_proj,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,v_proj,131072,
O,wo_proj,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,wo_proj,131072,
QK,score,True,decode,8,2048,4096,32,32,4096,24.470279393368664,24.470279393368664,0.0,110.08,85.60972060663133,77.77045839991945,compute,1.7293294270833335,24.470279393368664,8.388608,24.470279393368664,8.388608,0.0,0.34280801886852486,16.0,5.484928301896398,score,1114112,
SOFTMAX,softmax,True,decode,8,2048,4096,32,32,4096,3.2552083333333335,3.2552083333333335,0.0,103.032,99.77679166666667,96.84058512565676,memory,3.2552083333333335,0.5461333333333334,0.16383999999999999,3.2552083333333335,3.2552083333333335,0.0,0.3,16.0,4.8,softmax,2097152,
SV,output,True,decode,8,2048,4096,32,32,4096,24.470279393368664,24.470279393368664,0.0,28.544,4.073720606631337,14.271722977267856,compute,1.7293294270833335,24.470279393368664,8.388608,24.470279393368664,8.388608,0.0,0.34280801886852486,16.0,5.484928301896398,output,1114112,
LN,rmsnorm,True,decode,8,2048,4096,32,32,4096,0.20345052083333334,0.20345052083333334,0.0,10.512,10.308549479166667,98.06458789161593,memory,0.20345052083333334,0.034133333333333335,0.010239999999999999,0.20345052083333334,0.20345052083333334,0.0,0.3,16.0,4.8,ln,131072,
ROPE,rope,True,decode,8,2048,4096,32,32,4096,0.20345052083333334,0.20345052083333334,0.0,66.568,66.36454947916667,99.69437188914594,memory,0.20345052083333334,0.0,0.0,0.20345052083333334,0.20345052083333334,0.0,0.3,16.0,4.8,rope,131072,
FFN_W1,ffn_gate,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,55.791999999999994,11.87283112812603,21.28052611149633,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,ffn_gate,131072,
FFN_W3,ffn_up,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,ffn_up,131072,
FFN_W2,ffn_down,True,decode,8,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,ffn_down,131072,
SWIGLU,silu,True,decode,8,2048,4096,32,32,4096,0.30517578125,0.30517578125,0.0,2.856,2.55082421875,89.31457348564426,memory,0.30517578125,0.040959999999999996,0.012288,0.30517578125,0.30517578125,0.0,0.3,16.0,4.8,swiglu,196608,
GELU,gelu,True,decode,8,2048,4096,32,32,4096,0.20345052083333334,0.20345052083333334,0.0,2.856,2.6525494791666664,92.87638232376283,memory,0.20345052083333334,0.040959999999999996,0.012288,0.20345052083333334,0.20345052083333334,0.0,0.3,16.0,4.8,gelu,131072,
ADD,residual,True,decode,8,2048,4096,32,32,4096,0.30517578125,0.30517578125,0.0,0.024,0.28117578125,1171.5657552083333,memory,0.30517578125,0.006826666666666667,0.002048,0.30517578125,0.30517578125,0.0,0.3,16.0,4.8,add,196608,
Q,q_proj,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,q_proj,262144,
K,k_proj,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,k_proj,262144,
V,v_proj,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,v_proj,262144,
O,wo_proj,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,wo_proj,262144,
QK,score,True,decode,16,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,220.16,176.24083112812605,80.05124960398166,compute,3.458658854166667,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,score,2228224,
SOFTMAX,softmax,True,decode,16,2048,4096,32,32,4096,6.510416666666667,6.510416666666667,0.0,206.064,199.55358333333334,96.84058512565676,memory,6.510416666666667,1.0922666666666667,0.32767999999999997,6.510416666666667,6.510416666666667,0.0,0.3,16.0,4.8,softmax,4194304,
SV,output,True,decode,16,2048,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,57.088,13.168831128126037,23.067599369615394,compute,3.458658854166667,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,output,2228224,
LN,rmsnorm,True,decode,16,2048,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,21.024,20.617098958333333,98.06458789161593,memory,0.4069010416666667,0.06826666666666667,0.020479999999999998,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,ln,262144,
ROPE,rope,True,decode,16,2048,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,133.136,132.72909895833334,99.69437188914594,memory,0.4069010416666667,0.0,0.0,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,rope,262144,
FFN_W1,ffn_gate,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,111.58399999999999,26.961672884312776,24.162669275445207,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,ffn_gate,262144,
FFN_W3,ffn_up,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,ffn_up,262144,
FFN_W2,ffn_down,True,decode,16,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,ffn_down,262144,
SWIGLU,silu,True,decode,16,2048,4096,32,32,4096,0.6103515625,0.6103515625,0.0,5.712,5.1016484375,89.31457348564426,memory,0.6103515625,0.08191999999999999,0.024576,0.6103515625,0.6103515625,0.0,0.3,16.0,4.8,swiglu,393216,
GELU,gelu,True,decode,16,2048,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,5.712,5.305098958333333,92.87638232376283,memory,0.4069010416666667,0.08191999999999999,0.024576,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,gelu,262144,
ADD,residual,True,decode,16,2048,4096,32,32,4096,0.6103515625,0.6103515625,0.0,0.048,0.5623515625,1171.5657552083333,memory,0.6103515625,0.013653333333333333,0.004096,0.6103515625,0.6103515625,0.0,0.3,16.0,4.8,add,393216,
Q,q_proj,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,q_proj,524288,
K,k_proj,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,k_proj,524288,
V,v_proj,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,v_proj,524288,
O,wo_proj,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,wo_proj,524288,
QK,score,True,decode,32,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,440.32,355.6976728843128,80.78162992467132,compute,6.917317708333334,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,score,4456448,
SOFTMAX,softmax,True,decode,32,2048,4096,32,32,4096,13.020833333333334,13.020833333333334,0.0,412.128,399.10716666666667,96.84058512565676,memory,13.020833333333334,2.1845333333333334,0.6553599999999999,13.020833333333334,13.020833333333334,0.0,0.3,16.0,4.8,softmax,8388608,
SV,output,True,decode,32,2048,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,114.176,29.55367288431279,25.884312713979106,compute,6.917317708333334,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,output,4456448,
LN,rmsnorm,True,decode,32,2048,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,42.048,41.234197916666666,98.06458789161593,memory,0.8138020833333334,0.13653333333333334,0.040959999999999996,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,ln,524288,
ROPE,rope,True,decode,32,2048,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,266.272,265.4581979166667,99.69437188914594,memory,0.8138020833333334,0.0,0.0,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,rope,524288,
FFN_W1,ffn_gate,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,223.16799999999998,55.1484951687184,24.71165004333883,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,ffn_gate,524288,
FFN_W3,ffn_up,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,ffn_up,524288,
FFN_W2,ffn_down,True,decode,32,2048,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,ffn_down,524288,
SWIGLU,silu,True,decode,32,2048,4096,32,32,4096,1.220703125,1.220703125,0.0,11.424,10.203296875,89.31457348564426,memory,1.220703125,0.16383999999999999,0.049152,1.220703125,1.220703125,0.0,0.3,16.0,4.8,swiglu,786432,
GELU,gelu,True,decode,32,2048,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,11.424,10.610197916666666,92.87638232376283,memory,0.8138020833333334,0.16383999999999999,0.049152,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,gelu,524288,
ADD,residual,True,decode,32,2048,4096,32,32,4096,1.220703125,1.220703125,0.0,0.096,1.124703125,1171.5657552083333,memory,1.220703125,0.027306666666666667,0.008192,1.220703125,1.220703125,0.0,0.3,16.0,4.8,add,786432,
Q,q_proj,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,q_proj,16384,
K,k_proj,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,k_proj,16384,
V,v_proj,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,v_proj,16384,
O,wo_proj,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,wo_proj,16384,
QK,score,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,27.52,20.529493333333335,74.5984496124031,compute,0.41961669921875,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,score,270336,
SOFTMAX,softmax,True,decode,1,4096,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,25.939,25.125197916666668,96.86263123739029,memory,0.8138020833333334,0.13653333333333334,0.040959999999999996,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,softmax,524288,
SV,output,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,7.136,0.14549333333333347,2.038863976083709,compute,0.41961669921875,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,output,270336,
LN,rmsnorm,True,decode,1,4096,4096,32,32,4096,0.025431315104166668,0.025431315104166668,0.0,1.314,1.2885686848958333,98.06458789161593,memory,0.025431315104166668,0.004266666666666667,0.0012799999999999999,0.025431315104166668,0.025431315104166668,0.0,0.3,16.0,4.8,ln,16384,
ROPE,rope,True,decode,1,4096,4096,32,32,4096,0.025431315104166668,0.025431315104166668,0.0,8.321,8.295568684895834,99.69437188914594,memory,0.025431315104166668,0.0,0.0,0.025431315104166668,0.025431315104166668,0.0,0.3,16.0,4.8,rope,16384,
FFN_W1,ffn_gate,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.973999999999999,0.016506666666667336,0.2366886530924482,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,ffn_gate,16384,
FFN_W3,ffn_up,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,ffn_up,16384,
FFN_W2,ffn_down,True,decode,1,4096,4096,32,32,4096,6.990506666666667,6.990506666666667,0.0,6.366,0.624506666666667,9.810032464132377,compute,0.025431315104166668,6.990506666666667,2.097152,6.990506666666667,2.097152,0.0,0.3,16.0,4.8,ffn_down,16384,
SWIGLU,silu,True,decode,1,4096,4096,32,32,4096,0.03814697265625,0.03814697265625,0.0,0.357,0.31885302734375,89.31457348564426,memory,0.03814697265625,0.0051199999999999996,0.001536,0.03814697265625,0.03814697265625,0.0,0.3,16.0,4.8,swiglu,24576,
GELU,gelu,True,decode,1,4096,4096,32,32,4096,0.025431315104166668,0.025431315104166668,0.0,0.357,0.3315686848958333,92.87638232376283,memory,0.025431315104166668,0.0051199999999999996,0.001536,0.025431315104166668,0.025431315104166668,0.0,0.3,16.0,4.8,gelu,16384,
ADD,residual,True,decode,1,4096,4096,32,32,4096,0.03814697265625,0.03814697265625,0.0,0.003,0.03514697265625,1171.5657552083333,memory,0.03814697265625,0.0008533333333333333,0.000256,0.03814697265625,0.03814697265625,0.0,0.3,16.0,4.8,add,24576,
Q,q_proj,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,q_proj,131072,
K,k_proj,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,k_proj,131072,
V,v_proj,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,v_proj,131072,
O,wo_proj,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,wo_proj,131072,
QK,score,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,220.16,176.24083112812605,80.05124960398166,compute,3.35693359375,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,score,2162688,
SOFTMAX,softmax,True,decode,8,4096,4096,32,32,4096,6.510416666666667,6.510416666666667,0.0,207.512,201.00158333333334,96.86263123739029,memory,6.510416666666667,1.0922666666666667,0.32767999999999997,6.510416666666667,6.510416666666667,0.0,0.3,16.0,4.8,softmax,4194304,
SV,output,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,57.088,13.168831128126037,23.067599369615394,compute,3.35693359375,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,output,2162688,
LN,rmsnorm,True,decode,8,4096,4096,32,32,4096,0.20345052083333334,0.20345052083333334,0.0,10.512,10.308549479166667,98.06458789161593,memory,0.20345052083333334,0.034133333333333335,0.010239999999999999,0.20345052083333334,0.20345052083333334,0.0,0.3,16.0,4.8,ln,131072,
ROPE,rope,True,decode,8,4096,4096,32,32,4096,0.20345052083333334,0.20345052083333334,0.0,66.568,66.36454947916667,99.69437188914594,memory,0.20345052083333334,0.0,0.0,0.20345052083333334,0.20345052083333334,0.0,0.3,16.0,4.8,rope,131072,
FFN_W1,ffn_gate,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,55.791999999999994,11.87283112812603,21.28052611149633,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,ffn_gate,131072,
FFN_W3,ffn_up,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,ffn_up,131072,
FFN_W2,ffn_down,True,decode,8,4096,4096,32,32,4096,43.919168871873964,43.919168871873964,0.0,50.928,7.008831128126033,13.762235171469591,compute,0.20345052083333334,43.919168871873964,16.777216,43.919168871873964,16.777216,0.0,0.38200212870476713,16.0,6.112034059276274,ffn_down,131072,
SWIGLU,silu,True,decode,8,4096,4096,32,32,4096,0.30517578125,0.30517578125,0.0,2.856,2.55082421875,89.31457348564426,memory,0.30517578125,0.040959999999999996,0.012288,0.30517578125,0.30517578125,0.0,0.3,16.0,4.8,swiglu,196608,
GELU,gelu,True,decode,8,4096,4096,32,32,4096,0.20345052083333334,0.20345052083333334,0.0,2.856,2.6525494791666664,92.87638232376283,memory,0.20345052083333334,0.040959999999999996,0.012288,0.20345052083333334,0.20345052083333334,0.0,0.3,16.0,4.8,gelu,131072,
ADD,residual,True,decode,8,4096,4096,32,32,4096,0.30517578125,0.30517578125,0.0,0.024,0.28117578125,1171.5657552083333,memory,0.30517578125,0.006826666666666667,0.002048,0.30517578125,0.30517578125,0.0,0.3,16.0,4.8,add,196608,
Q,q_proj,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,q_proj,262144,
K,k_proj,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,k_proj,262144,
V,v_proj,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,v_proj,262144,
O,wo_proj,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,wo_proj,262144,
QK,score,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,440.32,355.6976728843128,80.78162992467132,compute,6.7138671875,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,score,4325376,
SOFTMAX,softmax,True,decode,16,4096,4096,32,32,4096,13.020833333333334,13.020833333333334,0.0,415.024,402.0031666666667,96.86263123739029,memory,13.020833333333334,2.1845333333333334,0.6553599999999999,13.020833333333334,13.020833333333334,0.0,0.3,16.0,4.8,softmax,8388608,
SV,output,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,114.176,29.55367288431279,25.884312713979106,compute,6.7138671875,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,output,4325376,
LN,rmsnorm,True,decode,16,4096,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,21.024,20.617098958333333,98.06458789161593,memory,0.4069010416666667,0.06826666666666667,0.020479999999999998,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,ln,262144,
ROPE,rope,True,decode,16,4096,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,133.136,132.72909895833334,99.69437188914594,memory,0.4069010416666667,0.0,0.0,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,rope,262144,
FFN_W1,ffn_gate,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,111.58399999999999,26.961672884312776,24.162669275445207,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,ffn_gate,262144,
FFN_W3,ffn_up,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,ffn_up,262144,
FFN_W2,ffn_down,True,decode,16,4096,4096,32,32,4096,84.62232711568721,84.62232711568721,0.0,101.856,17.23367288431278,16.91964428635798,compute,0.4069010416666667,84.62232711568721,33.554432,84.62232711568721,33.554432,0.0,0.39651984462832984,16.0,6.3443175140532775,ffn_down,262144,
SWIGLU,silu,True,decode,16,4096,4096,32,32,4096,0.6103515625,0.6103515625,0.0,5.712,5.1016484375,89.31457348564426,memory,0.6103515625,0.08191999999999999,0.024576,0.6103515625,0.6103515625,0.0,0.3,16.0,4.8,swiglu,393216,
GELU,gelu,True,decode,16,4096,4096,32,32,4096,0.4069010416666667,0.4069010416666667,0.0,5.712,5.305098958333333,92.87638232376283,memory,0.4069010416666667,0.08191999999999999,0.024576,0.4069010416666667,0.4069010416666667,0.0,0.3,16.0,4.8,gelu,262144,
