op,op_norm,traceable,phase,batch,seq_len,dim,n_heads,n_kv_heads,ffn_dim,fast_us,fast_total_us_from_breakdown,fast_breakdown_delta_us,trace_us,abs_err_us,rel_err_pct,fast_overall_dominant,fast_mem_us,fast_compute_us,fast_compute_us_naive,fast_roofline_us,fast_naive_roofline_us,fast_kernel_launch_overhead_us,fast_utilization,fast_peak_tflops,fast_effective_tflops,fast_op_key_overhead,fast_bytes_total_B,trace_error
ADD,residual,True,decode,16,4096,4096,32,32,4096,0.6103515625,0.6103515625,0.0,0.048,0.5623515625,1171.5657552083333,memory,0.6103515625,0.013653333333333333,0.004096,0.6103515625,0.6103515625,0.0,0.3,16.0,4.8,add,393216,
Q,q_proj,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,q_proj,524288,
K,k_proj,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,k_proj,524288,
V,v_proj,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,v_proj,524288,
O,wo_proj,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,wo_proj,524288,
QK,score,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,880.64,712.6204951687184,80.92075026897693,compute,13.427734375,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,score,8650752,
SOFTMAX,softmax,True,decode,32,4096,4096,32,32,4096,26.041666666666668,26.041666666666668,0.0,830.048,804.0063333333334,96.86263123739029,memory,26.041666666666668,4.369066666666667,1.3107199999999999,26.041666666666668,26.041666666666668,0.0,0.3,16.0,4.8,softmax,16777216,
SV,output,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,228.352,60.332495168718424,26.420830633722687,compute,13.427734375,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,output,8650752,
LN,rmsnorm,True,decode,32,4096,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,42.048,41.234197916666666,98.06458789161593,memory,0.8138020833333334,0.13653333333333334,0.040959999999999996,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,ln,524288,
ROPE,rope,True,decode,32,4096,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,266.272,265.4581979166667,99.69437188914594,memory,0.8138020833333334,0.0,0.0,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,rope,524288,
FFN_W1,ffn_gate,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,223.16799999999998,55.1484951687184,24.71165004333883,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,ffn_gate,524288,
FFN_W3,ffn_up,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,ffn_up,524288,
FFN_W2,ffn_down,True,decode,32,4096,4096,32,32,4096,168.01950483128158,168.01950483128158,0.0,203.712,35.69249516871841,17.521056770695104,compute,0.8138020833333334,168.01950483128158,67.108864,168.01950483128158,67.108864,0.0,0.39941115210039463,16.0,6.390578433606314,ffn_down,524288,
SWIGLU,silu,True,decode,32,4096,4096,32,32,4096,1.220703125,1.220703125,0.0,11.424,10.203296875,89.31457348564426,memory,1.220703125,0.16383999999999999,0.049152,1.220703125,1.220703125,0.0,0.3,16.0,4.8,swiglu,786432,
GELU,gelu,True,decode,32,4096,4096,32,32,4096,0.8138020833333334,0.8138020833333334,0.0,11.424,10.610197916666666,92.87638232376283,memory,0.8138020833333334,0.16383999999999999,0.049152,0.8138020833333334,0.8138020833333334,0.0,0.3,16.0,4.8,gelu,524288,
ADD,residual,True,decode,32,4096,4096,32,32,4096,1.220703125,1.220703125,0.0,0.096,1.124703125,1171.5657552083333,memory,1.220703125,0.027306666666666667,0.008192,1.220703125,1.220703125,0.0,0.3,16.0,4.8,add,786432,
