op,method,n,mae_us,mape_pct,mean_err_us,r2
gelu,fast_roofline,9,12.623331877655453,505.84168964516766,12.623331877655453,-153.29609102834334
gelu,lut_idw,9,0.0,0.0,0.0,1.0
layernorm,fast_roofline,19,9.43040240513651,763.5313782787289,9.43040240513651,-11.870364617585377
layernorm,lut_idw,19,0.0,0.0,0.0,1.0
mmad,fast_roofline,16,10.073536210195996,895.2436321830634,9.902269257815044,-16.73742201241819
mmad,lut_idw,16,0.0,0.0,0.0,1.0
softmax,fast_roofline,23,0.8606558111439581,54.177565859096674,0.8251856281446375,-2.78083365002573
softmax,lut_idw,23,0.0,0.0,0.0,1.0
