phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,171.85506876041248,171.85506876041248,0.0,170.95939342454372,0.0,0.0,0.5853849599996348,0.31029037586914787,0.0,0.0,171.8550687604125,1.0
decode,0.0,1665.5617378321776,1665.5617378321776,0.0,63.390859216594926,98.59278727113627,210.27650809520676,5.324615707024574,191.34727550685193,36.856774164109424,18.56358353388675,624.3524034948107,63.01538461538462
