phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,171.82821138431385,171.82821138431385,0.0,171.51773790297594,0.0,0.0,0.00018310546875,0.31029037586914787,0.0,0.0,171.82821138431385,1.0
decode,0.0,1905.0461164195367,1905.0461164195367,0.0,0.0,1585.9828796716317,146.88850950603015,0.0,0.0,154.63426003959927,0.0,1887.5056492172612,63.01538461538462
