trace_file,op,dim,n_heads,n_kv_heads,seqlen,vector_dim,matrix_col,ffn_dim,with_af,cycles,returncode,ramulator_cmd,DRAM_column,DRAM_row,burst_length,num_banks,num_channels,threads,reuse_size,channels_per_block,max_seq_len
v_proj/v_proj_dim768_h12_hk3_seq2048.trace,v_proj,768,12,3,2048,768,192,3072,0,666,0,"./ramulator2 -f example.yaml -t traces/v_proj/v_proj_dim768_h12_hk3_seq2048.trace ",256,64,16,8,32,1,32,32,4096
v_proj/v_proj_dim768_h8_hk2_seq2048.trace,v_proj,768,8,2,2048,768,192,3072,0,666,0,"./ramulator2 -f example.yaml -t traces/v_proj/v_proj_dim768_h8_hk2_seq2048.trace ",256,64,16,8,32,1,32,32,4096
v_proj/v_proj_dim768_h8_hk8_seq2048.trace,v_proj,768,8,8,2048,768,768,3072,0,1476,0,"./ramulator2 -f example.yaml -t traces/v_proj/v_proj_dim768_h8_hk8_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim512_h16_hk16_seq2048.trace,wo_proj,512,16,16,2048,512,512,2048,0,714,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim512_h16_hk16_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim512_h16_hk4_seq2048.trace,wo_proj,512,16,4,2048,512,512,2048,0,714,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim512_h16_hk4_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim512_h32_hk32_seq2048.trace,wo_proj,512,32,32,2048,512,512,2048,0,714,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim512_h32_hk32_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim512_h32_hk8_seq2048.trace,wo_proj,512,32,8,2048,512,512,2048,0,714,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim512_h32_hk8_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim512_h8_hk2_seq2048.trace,wo_proj,512,8,2,2048,512,512,2048,0,714,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim512_h8_hk2_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim512_h8_hk8_seq2048.trace,wo_proj,512,8,8,2048,512,512,2048,0,714,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim512_h8_hk8_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim768_h12_hk12_seq2048.trace,wo_proj,768,12,12,2048,768,768,3072,0,1476,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim768_h12_hk12_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim768_h12_hk3_seq2048.trace,wo_proj,768,12,3,2048,768,768,3072,0,1476,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim768_h12_hk3_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim768_h8_hk2_seq2048.trace,wo_proj,768,8,2,2048,768,768,3072,0,1476,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim768_h8_hk2_seq2048.trace ",256,64,16,8,32,1,32,32,4096
wo_proj/wo_proj_dim768_h8_hk8_seq2048.trace,wo_proj,768,8,8,2048,768,768,3072,0,1476,0,"./ramulator2 -f example.yaml -t traces/wo_proj/wo_proj_dim768_h8_hk8_seq2048.trace ",256,64,16,8,32,1,32,32,4096
