device_type,phase,op,duration
npu,prefill,FFN_W2,0.3536869945184202
npu,prefill,FFN_W3,0.3368376340733516
npu,prefill,FFN_W1,0.3368376340733515
npu,prefill,K,0.1250190933757557
npu,prefill,O,0.1250190933757557
npu,prefill,Q,0.1250190933757557
npu,prefill,V,0.1250190933757557
npu,prefill,Softmax,0.0194723958067574
npu,prefill,SwiGLU,0.0052838399999984
npu,prefill,Add,0.0039321600000013605
npu,prefill,LN,0.00345436112368725
npu,prefill,Identity,0.0012697599999994744
npu,prefill,QK,0.0009855999999999216
npu,prefill,SV,0.0009855999999999216
npu,prefill,K_write,0.0006553600000032133
npu,prefill,V_write,0.0006553600000032133
npu,prefill,K_read,0.0
npu,prefill,V_read,0.0
pim,decode,FFN_W3,8.769974976003951
pim,decode,FFN_W2,8.76924719999862
pim,decode,FFN_W1,8.768824127998435
pim,decode,K,3.249476928002691
pim,decode,O,3.249476928002691
pim,decode,Q,3.249476928002691
pim,decode,V,3.249476928002691
pim,decode,QK,0.0013455359993763683
pim,decode,LN,0.0009515519981277976
pim,decode,SwiGLU,0.0008481600014460522
pim,decode,SV,0.0008455680011543176
pim,decode,Add,0.00044409599627348584
pim,decode,Softmax,0.0003677760003670816
pim,decode,Identity,0.000142848000372231
pim,decode,K_read,0.0
pim,decode,K_write,0.0
pim,decode,V_read,0.0
pim,decode,V_write,0.0
