lenpair,prefill,decode,npu,pim,comm
128x128,128,128,4.265809221062834,0.1630484150008417,3.417157836003107
128x1024,128,1024,22.378790930048048,1.1106685949880448,22.342143748185514
1024x128,1024,128,5.477162389603778,2.9186936275015847,3.893969092003694
1024x1024,1024,1024,25.725157138336396,3.7179900179659797,23.936639170181763
