attacc_1024x1024	9740553	9740554	9740555	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x1024.merge.csv
@collect_attacc_1024x1024	-	-	9740556	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x1024.merge_all.csv
attacc_1024x128	9740557	9740558	9740559	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x128.merge.csv
@collect_attacc_1024x128	-	-	9740560	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x128.merge_all.csv
attacc_1024x256	9740561	9740562	9740563	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x256.merge.csv
@collect_attacc_1024x256	-	-	9740564	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x256.merge_all.csv
attacc_1024x512	9740565	9740566	9740567	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x512.merge.csv
@collect_attacc_1024x512	-	-	9740568	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x512.merge_all.csv
attacc_1024x64	9740569	9740570	9740571	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x64.merge.csv
@collect_attacc_1024x64	-	-	9740572	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b8_s64/attacc_1024x64.merge_all.csv
