phase,node_id,op,device,device_type,mode,start,end,duration
decode,L2_Softmax_s0,Softmax,PIM0,pim,FIXED_PLAN,1.10455163,1.104561247,9.62E-06
decode,L2_Softmax_s1,Softmax,PIM1,pim,FIXED_PLAN,1.10455156,1.104561176,9.62E-06
decode,L2_SV_s0,SV,PIM0,pim,FIXED_PLAN,1.104561247,1.104592087,3.08E-05
decode,L2_SV_s1,SV,PIM1,pim,FIXED_PLAN,1.104561176,1.104592016,3.08E-05
decode,L2_O_s0,O,PIM1,pim,FIXED_PLAN,1.104592124,1.104597202,5.08E-06
decode,L2_O_s1,O,PIM0,pim,FIXED_PLAN,1.104592087,1.104597164,5.08E-06
decode,L2_AllReduce_O,ALLREDUCE,COMM,comm,FIXED_COMM,1.104597202,1.104597267,6.54E-08
decode,L2_Add1,Add,PIM0,pim,FIXED_PLAN,1.104597267,1.104597271,3.75E-09
decode,L2_LN2,LN,PIM1,pim,FIXED_PLAN,1.104597341,1.104598984,1.64E-06
decode,L2_FFN_W1_E0,FFN_W1,PIM0,pim,FIXED_PLAN,1.104599054,1.104635124,3.61E-05
decode,L2_FFN_W3_E0,FFN_W3,PIM1,pim,FIXED_PLAN,1.104598984,1.104632239,3.33E-05
decode,L2_FFN_W1_E1,FFN_W1,PIM1,pim,FIXED_PLAN,1.104632239,1.104668309,3.61E-05
decode,L2_FFN_W3_E1,FFN_W3,PIM0,pim,FIXED_PLAN,1.104635124,1.104668379,3.33E-05
