PIM Latency (min),CXL Latency (min),Acc Latency (min),CPU Latency (min)
4.829104576609524,0.00798173791666613,0.4241887817142855,0.010239999999999999
0.9188536319999999,0.10082642791666648,0.09244398933333325,0.010239999999999999
0.6444980906666667,0.1162886674999995,0.09244398933333325,0.010239999999999999
0.508008448,0.12410116749999964,0.09244398933333325,0.010239999999999999
0.449419264,0.13093710499999964,0.09244398933333325,0.010239999999999999
0.4288628053333334,0.13419231333333295,0.09244398933333325,0.010239999999999999
