phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,426.83992284108876,426.83992284108876,0.0,105.86352736474751,320.5500040435544,0.06678081390300122,0.0,0.22496754245946704,0.11690582568208202,0.0,426.8221855903464,1.0
decode,0.0,1385.084071655554,1385.084071655554,0.0,8.902321966053345,440.60671211562766,61.1964391537942,194.64307050516186,108.80750978971618,61.51655869624363,508.06714152843836,1383.739753755035,63.01538461538462
