phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,0.8811425732320816,0.8811425732320816,0.0,0.0,0.5261465350294141,0.024320833900132656,0.0007001193406147334,0.11537583492852073,0.21349092150006585,0.0,0.8800342446987481,1.0
decode,0.0,50.051855832088854,50.051855832088854,0.0,0.23967071176466562,0.5952583870887863,19.876734340316393,2.1355501943991,9.88699763355502,12.59990224032015,5.5048183356154725,50.83893184305959,63.01538461538462
