device_type,phase,op,node_id,duration
npu,prefill,Add,L10_Add2,0.0157286399999989
npu,prefill,Add,L11_Add1,0.0157286399999989
npu,prefill,Add,L11_Add2,0.0157286399999989
npu,prefill,Add,L12_Add1,0.0157286399999989
npu,prefill,Add,L12_Add2,0.0157286399999989
npu,prefill,Add,L13_Add1,0.0157286399999989
npu,prefill,Add,L13_Add2,0.0157286399999989
npu,prefill,Add,L14_Add1,0.0157286399999989
npu,prefill,Add,L14_Add2,0.0157286399999989
npu,prefill,Add,L15_Add1,0.0157286399999989
npu,prefill,Add,L15_Add2,0.0157286399999989
npu,prefill,Add,L16_Add1,0.0157286399999989
npu,prefill,Add,L16_Add2,0.0157286399999989
npu,prefill,Add,L17_Add1,0.0157286399999989
npu,prefill,Add,L17_Add2,0.0157286399999989
npu,prefill,Add,L18_Add1,0.0157286399999989
npu,prefill,Add,L18_Add2,0.0157286399999989
npu,prefill,Add,L19_Add1,0.0157286399999989
npu,prefill,Add,L19_Add2,0.0157286399999989
npu,prefill,Add,L1_Add1,0.0157286399999998
npu,prefill,Add,L1_Add2,0.0157286399999998
npu,prefill,Add,L20_Add1,0.0157286399999989
npu,prefill,Add,L20_Add2,0.0157286399999989
npu,prefill,Add,L21_Add1,0.0157286399999989
npu,prefill,Add,L21_Add2,0.0157286399999989
npu,prefill,Add,L22_Add1,0.0157286399999989
npu,prefill,Add,L22_Add2,0.0157286399999989
npu,prefill,Add,L23_Add1,0.0157286399999989
npu,prefill,Add,L23_Add2,0.0157286399999989
npu,prefill,Add,L24_Add1,0.0157286399999989
npu,prefill,Add,L24_Add2,0.0157286399999989
npu,prefill,Add,L25_Add1,0.0157286399999989
npu,prefill,Add,L25_Add2,0.0157286399999989
npu,prefill,Add,L26_Add1,0.0157286399999989
npu,prefill,Add,L26_Add2,0.0157286399999989
npu,prefill,Add,L27_Add1,0.0157286399999989
npu,prefill,Add,L27_Add2,0.0157286399999989
npu,prefill,Add,L28_Add1,0.0157286399999989
npu,prefill,Add,L28_Add2,0.0157286399999989
npu,prefill,Add,L29_Add1,0.0157286399999989
npu,prefill,Add,L29_Add2,0.0157286399999989
npu,prefill,Add,L2_Add1,0.0157286399999998
npu,prefill,Add,L2_Add2,0.0157286399999998
npu,prefill,Add,L30_Add1,0.0157286399999989
npu,prefill,Add,L30_Add2,0.0157286399999989
npu,prefill,Add,L31_Add1,0.0157286399999989
npu,prefill,Add,L31_Add2,0.0157286399999989
npu,prefill,Add,L3_Add1,0.0157286399999998
npu,prefill,Add,L3_Add2,0.0157286399999998
npu,prefill,Add,L4_Add1,0.0157286400000007
npu,prefill,Add,L4_Add2,0.0157286400000007
npu,prefill,Add,L5_Add1,0.0157286400000007
npu,prefill,Add,L5_Add2,0.0157286400000007
npu,prefill,Add,L6_Add1,0.0157286400000007
npu,prefill,Add,L6_Add2,0.0157286400000007
npu,prefill,Add,L7_Add1,0.0157286400000007
npu,prefill,Add,L7_Add2,0.0157286400000007
