device_type,phase,op,duration
npu,decode,Add,0.006804480006259439
npu,decode,FFN_W1,1.2460543180845651
npu,decode,FFN_W2,0.3978978688364427
npu,decode,FFN_W3,0.24604936551701703
npu,decode,K,0.14015812421491292
npu,decode,KV_read,3.211264000000467
npu,decode,KV_write,1.1434905600004668
npu,decode,LN,0.003067374221723691
npu,decode,O,0.4628021248009765
npu,decode,Q,0.4698234153132359
npu,decode,QK,1.6181644799994368
npu,decode,SV,0.7164658799997826
npu,decode,SwiGLU,0.011764800001373033
npu,decode,V,0.14314394437491212
npu,prefill,Add,1.0066329599999515
npu,prefill,Identity,0.32505856000003597
npu,prefill,KV_read,0.6710886400000465
npu,prefill,KV_write,0.3145728000000495
npu,prefill,LN,0.6710886400000736
npu,prefill,QK,1.0072883200000262
npu,prefill,SV,1.9957160479846
npu,prefill,SwiGLU,1.352663039999969
pim,decode,Add,0.003269007000653801
pim,decode,FFN_W1,4.022907239999755
pim,decode,FFN_W2,0.01826337600118677
pim,decode,FFN_W3,3.090631951998368
pim,decode,Identity,0.0045711359984537125
pim,decode,K,0.01880899399689894
pim,decode,KV_write,3.308437503999545
pim,decode,LN,0.008665617995047762
pim,decode,O,1.5027374739997013
pim,decode,Q,0.015354817996389152
pim,decode,SV,1.4450581480009717
pim,decode,Softmax,0.0423258240016192
pim,decode,SwiGLU,0.00020078700003978156
pim,decode,V,0.007510215996894941
pim,prefill,FFN_W1,1.9641393279999322
pim,prefill,FFN_W2,1.9641863360000018
pim,prefill,FFN_W3,1.9642671999999943
pim,prefill,K,0.8979075199999886
pim,prefill,KV_write,0.5704253440000425
pim,prefill,O,0.8979075199999881
pim,prefill,Q,0.8979075199999886
pim,prefill,Softmax,2.1498082880000187
pim,prefill,V,0.8979075199999886
