phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,14.385598088953364,14.385598088953364,0.0,12.696076721118743,0.3133110023893305,0.16741103603361684,0.4272672825144601,0.14916409340397335,0.3184216514969711,0.06543425891315491,14.13708604587025,1.0
decode,0.0,1653.946915310244,1653.946915310244,0.0,39.142063775597045,0.2058927960696075,390.4243644701718,0.0,19.225646233660296,15.811490584407093,0.49324669820869954,465.3027045581145,63.01538461538462
