schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments
attn_on_pim_prefill-1024xdecode_64_ops_trace.csv,4096,2,64,0.2,1.278203575312492,0.7148048557918946,1.9930084311043865,1.437845351855439,0.022846723007788228,1.4606920748632273,-0.15964177654294698,0.6919581327841063,0.5323163562411592,1.057471272277825,1.0730185799999994,0.008819580078125,0.0,0.00021012160000000014,0.4005126953124924,0.0,0.4005126953124924,0.2677001953124928,0.1328124999999996,0.0,0.0,0.0,0.0,6.56319999999999e-06,0
