facil_1024x128	9740117	9740118	9740119	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x128.merge.csv
@collect_facil_1024x128	-	-	9740120	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x128.merge_all.csv
facil_1024x256	9740121	9740122	9740123	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x256.merge.csv
@collect_facil_1024x256	-	-	9740124	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x256.merge_all.csv
facil_1024x512	9740125	9740126	9740127	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x512.merge.csv
@collect_facil_1024x512	-	-	9740128	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x512.merge_all.csv
facil_1024x64	9740129	9740130	9740131	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x64.merge.csv
@collect_facil_1024x64	-	-	9740132	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/facil_1024x64.merge_all.csv
heft_1024x1024	9740133	9740134	9740135	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x1024.merge.csv
@collect_heft_1024x1024	-	-	9740136	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x1024.merge_all.csv
heft_1024x128	9740137	9740138	9740139	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x128.merge.csv
@collect_heft_1024x128	-	-	9740140	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x128.merge_all.csv
heft_1024x256	9740141	9740142	9740143	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x256.merge.csv
@collect_heft_1024x256	-	-	9740144	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x256.merge_all.csv
heft_1024x512	9740145	9740146	9740147	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x512.merge.csv
@collect_heft_1024x512	-	-	9740148	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x512.merge_all.csv
heft_1024x64	9740149	9740150	9740151	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x64.merge.csv
@collect_heft_1024x64	-	-	9740152	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/heft_1024x64.merge_all.csv
hefthint_1024x1024	9740154	9740155	9740156	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x1024.merge.csv
@collect_hefthint_1024x1024	-	-	9740157	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x1024.merge_all.csv
hefthint_1024x128	9740158	9740159	9740160	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x128.merge.csv
@collect_hefthint_1024x128	-	-	9740161	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x128.merge_all.csv
hefthint_1024x256	9740162	9740163	9740164	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x256.merge.csv
@collect_hefthint_1024x256	-	-	9740165	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x256.merge_all.csv
hefthint_1024x512	9740166	9740167	9740168	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x512.merge.csv
@collect_hefthint_1024x512	-	-	9740169	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x512.merge_all.csv
hefthint_1024x64	9740170	9740171	9740172	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x64.merge.csv
@collect_hefthint_1024x64	-	-	9740173	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/hefthint_1024x64.merge_all.csv
ianus_1024x1024	9740174	9740175	9740176	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x1024.merge.csv
@collect_ianus_1024x1024	-	-	9740177	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x1024.merge_all.csv
ianus_1024x128	9740178	9740179	9740180	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x128.merge.csv
@collect_ianus_1024x128	-	-	9740181	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x128.merge_all.csv
ianus_1024x256	9740182	9740183	9740184	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x256.merge.csv
@collect_ianus_1024x256	-	-	9740185	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x256.merge_all.csv
ianus_1024x512	9740186	9740187	9740188	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x512.merge.csv
@collect_ianus_1024x512	-	-	9740189	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x512.merge_all.csv
ianus_1024x64	9740190	9740191	9740192	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x64.merge.csv
@collect_ianus_1024x64	-	-	9740193	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/ianus_1024x64.merge_all.csv
pd_1024x1024	9740194	9740195	9740196	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x1024.merge.csv
@collect_pd_1024x1024	-	-	9740197	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x1024.merge_all.csv
pd_1024x128	9740198	9740199	9740200	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x128.merge.csv
@collect_pd_1024x128	-	-	9740201	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x128.merge_all.csv
pd_1024x256	9740202	9740203	9740204	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x256.merge.csv
@collect_pd_1024x256	-	-	9740205	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x256.merge_all.csv
pd_1024x512	9740206	9740207	9740208	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x512.merge.csv
@collect_pd_1024x512	-	-	9740209	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/pd_1024x512.merge_all.csv
weights_on_pim_1024x1024	9740210	9740211	9740212	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x1024.merge.csv
@collect_weights_on_pim_1024x1024	-	-	9740213	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x1024.merge_all.csv
weights_on_pim_1024x128	9740214	9740215	9740216	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x128.merge.csv
@collect_weights_on_pim_1024x128	-	-	9740217	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x128.merge_all.csv
weights_on_pim_1024x256	9740218	9740219	9740220	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x256.merge.csv
@collect_weights_on_pim_1024x256	-	-	9740221	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x256.merge_all.csv
weights_on_pim_1024x512	9740222	9740223	9740224	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x512.merge.csv
@collect_weights_on_pim_1024x512	-	-	9740225	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x512.merge_all.csv
weights_on_pim_1024x64	9740226	9740227	9740228	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x64.merge.csv
@collect_weights_on_pim_1024x64	-	-	9740229	/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st64/llama_7b_bf16_b1_s64/weights_on_pim_1024x64.merge_all.csv
