phase,node_id,op,device,device_type,mode,start,end,duration,_row,step,layer,shard,schedule,schedule_duration_s,schedule_duration_scaled_s,merged_duration_scaled_s,delta_scaled_s,ratio_scaled,missing_segments_row_scope
prefill,L0_LN,LN,GPU0,npu,NPU,0.0,7.812939453124999e-05,7.812939453124999e-05,0,-1,0,-1,heft_prefill-1024xdecode_512_ops_trace.csv,7.812939453124999e-05,7.812939453124999e-05,1.2160755049247733e-05,-6.596863948200225e-05,0.1556489093792184,0
prefill,L0_Q_s0,Q,GPU0,npu,NPU,7.812939453124999e-05,0.0008915872664035,0.0008134578718723,1,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_Q_s1,Q,GPU0,npu,NPU,0.0008915872664035,0.0017050451382759,0.0008134578718723,2,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_K_s0,K,GPU0,npu,NPU,0.0017050451382759,0.0025185030101482,0.0008134578718723,3,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_K_s1,K,GPU0,npu,NPU,0.0025185030101482,0.0033319608820206,0.0008134578718723,4,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_V_s0,V,GPU0,npu,NPU,0.0033319608820206,0.0041454187538929,0.0008134578718723,5,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_V_s1,V,GPU0,npu,NPU,0.0041454187538929,0.0049588766257653,0.0008134578718723,6,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_QK_s0,QK,GPU0,npu,NPU,0.0049588766257653,0.0049810331389381,2.215651317287893e-05,7,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,2.215651317287893e-05,2.215651317287893e-05,3.4486371110048916e-06,-1.8707876061874038e-05,0.1556489093792184,0
prefill,L0_QK_s1,QK,GPU0,npu,NPU,0.0049810331389381,0.005003189652111,2.215651317287893e-05,8,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,2.215651317287893e-05,2.215651317287893e-05,3.4486371110048916e-06,-1.8707876061874038e-05,0.1556489093792184,0
prefill,L0_Softmax_s0,Softmax,GPU0,npu,NPU,0.005003189652111,0.0050184633423347,1.5273690223693848e-05,9,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,1.5273690223693848e-05,1.5273690223693848e-05,2.3773332255139777e-06,-1.289635699817987e-05,0.1556489093792184,0
prefill,L0_Softmax_s1,Softmax,GPU0,npu,NPU,0.0050184633423347,0.0050337370325584,1.5273690223693848e-05,10,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,1.5273690223693848e-05,1.5273690223693848e-05,2.3773332255139777e-06,-1.289635699817987e-05,0.1556489093792184,0
prefill,L0_SV_s0,SV,GPU0,npu,NPU,0.0050337370325584,0.0050558935457313,2.215651317287893e-05,11,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,2.215651317287893e-05,2.215651317287893e-05,3.4486371110048916e-06,-1.8707876061874038e-05,0.1556489093792184,0
prefill,L0_SV_s1,SV,GPU0,npu,NPU,0.0050558935457313,0.0050780500589042,2.215651317287893e-05,12,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,2.215651317287893e-05,2.215651317287893e-05,3.4486371110048916e-06,-1.8707876061874038e-05,0.1556489093792184,0
prefill,L0_O_s0,O,GPU0,npu,NPU,0.0050780500589042,0.0058915079307765,0.0008134578718723,13,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_O_s1,O,GPU0,npu,NPU,0.0058915079307765,0.0067049658026488,0.0008134578718723,14,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286348,-0.0006868440412894365,0.1556489093792184,0
prefill,L0_AllReduce_O,ALLREDUCE,COMM,comm,COMM,0.0067049658026488,0.0067049658026488,0.0,15,-1,0,-1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0,0.0,0.0,0.0,,0
prefill,L0_Add1,Add,GPU0,npu,NPU,0.0067049658026488,0.0067301098944457,2.514409179687517e-05,16,-1,0,-1,heft_prefill-1024xdecode_512_ops_trace.csv,2.514409179687517e-05,2.514409179687517e-05,3.913650465514572e-06,-2.1230441331360598e-05,0.1556489093792184,0
prefill,L0_LN2,LN,GPU0,npu,NPU,0.0067301098944457,0.006808239288977,7.812939453125025e-05,17,-1,0,-1,heft_prefill-1024xdecode_512_ops_trace.csv,7.812939453125025e-05,7.812939453125025e-05,1.2160755049247772e-05,-6.596863948200248e-05,0.1556489093792184,0
prefill,L0_FFN_W1_s0,FFN_W1,GPU0,npu,NPU,0.006808239288977,0.0089271109513168,0.0021188716623398,18,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0021188716623398,0.0021188716623398,0.00032980006335772135,-0.0017890715989820785,0.1556489093792184,0
prefill,L0_FFN_W3_s0,FFN_W3,GPU0,npu,NPU,0.0089271109513168,0.0110429826136566,0.0021158716623398,19,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0021158716623398,0.0021158716623398,0.0003293331166295837,-0.001786538545710216,0.1556489093792184,0
prefill,L0_FFN_W1_s1,FFN_W1,GPU0,npu,NPU,0.0110429826136566,0.0131618542759964,0.0021188716623398,20,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0021188716623398,0.0021188716623398,0.00032980006335772135,-0.0017890715989820785,0.1556489093792184,0
prefill,L0_FFN_W3_s1,FFN_W3,GPU0,npu,NPU,0.0131618542759964,0.0152777259383362,0.0021158716623398,21,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0021158716623398,0.0021158716623398,0.0003293331166295837,-0.001786538545710216,0.1556489093792184,0
prefill,L0_SwiGLU_s0,SwiGLU,PIM0,pim,PIM,0.0116746553763031,0.0121897273763031,0.000515072,22,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.000515072,0.000515072,0.000515072,0.0,1.0,0
prefill,L0_SwiGLU_s1,SwiGLU,GPU0,npu,NPU,0.0152777259383362,0.0153073039366883,2.957799835205145e-05,23,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,2.957799835205145e-05,2.957799835205145e-05,4.603783185117128e-06,-2.4974215166934324e-05,0.1556489093792184,0
prefill,L0_FFN_W2_s0,FFN_W2,GPU0,npu,NPU,0.0153073039366883,0.0174245755990281,0.0021172716623398,24,-1,0,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0021172716623398,0.0021172716623398,0.0003295510251027147,-0.0017877206372370856,0.1556489093792184,0
prefill,L0_FFN_W2_s1,FFN_W2,GPU0,npu,NPU,0.0174245755990281,0.0195418472613679,0.0021172716623398,25,-1,0,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0021172716623398,0.0021172716623398,0.0003295510251027147,-0.0017877206372370856,0.1556489093792184,0
prefill,L0_AllReduce_FFN,ALLREDUCE,COMM,comm,COMM,0.0195418472613679,0.0195418472613679,0.0,26,-1,0,-1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0,0.0,0.0,0.0,,0
prefill,L0_Add2,Add,GPU0,npu,NPU,0.0195418472613679,0.0195669913531648,2.514409179687344e-05,27,-1,0,-1,heft_prefill-1024xdecode_512_ops_trace.csv,2.514409179687344e-05,2.514409179687344e-05,3.913650465514303e-06,-2.1230441331359138e-05,0.1556489093792184,0
prefill,L1_LN,LN,GPU0,npu,NPU,0.0195669913531648,0.019645120747696,7.812939453125112e-05,28,-1,1,-1,heft_prefill-1024xdecode_512_ops_trace.csv,7.812939453125112e-05,7.812939453125112e-05,1.2160755049247913e-05,-6.59686394820032e-05,0.15564890937921846,0
prefill,L1_Q_s0,Q,GPU0,npu,NPU,0.019645120747696,0.0204585786195684,0.0008134578718723,29,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_Q_s1,Q,GPU0,npu,NPU,0.0204585786195684,0.0212720364914407,0.0008134578718723,30,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_K_s0,K,GPU0,npu,NPU,0.0212720364914407,0.0220854943633131,0.0008134578718723,31,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_K_s1,K,GPU0,npu,NPU,0.0220854943633131,0.0228989522351854,0.0008134578718723,32,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_V_s0,V,GPU0,npu,NPU,0.0228989522351854,0.0237124101070577,0.0008134578718723,33,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_V_s1,V,GPU0,npu,NPU,0.0237124101070577,0.0245258679789301,0.0008134578718723,34,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_QK_s0,QK,GPU0,npu,NPU,0.0245258679789301,0.024548024492103,2.2156513172878065e-05,35,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,2.2156513172878065e-05,2.2156513172878065e-05,3.448637111004758e-06,-1.8707876061873306e-05,0.15564890937921846,0
prefill,L1_QK_s1,QK,GPU0,npu,NPU,0.024548024492103,0.0245701810052758,2.2156513172878065e-05,36,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,2.2156513172878065e-05,2.2156513172878065e-05,3.448637111004758e-06,-1.8707876061873306e-05,0.15564890937921846,0
prefill,L1_Softmax_s0,Softmax,GPU0,npu,NPU,0.0245701810052758,0.0245854546954995,1.5273690223693848e-05,37,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,1.5273690223693848e-05,1.5273690223693848e-05,2.3773332255139786e-06,-1.2896356998179868e-05,0.15564890937921846,0
prefill,L1_Softmax_s1,Softmax,GPU0,npu,NPU,0.0245854546954995,0.0246007283857232,1.5273690223693848e-05,38,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,1.5273690223693848e-05,1.5273690223693848e-05,2.3773332255139786e-06,-1.2896356998179868e-05,0.15564890937921846,0
prefill,L1_SV_s0,SV,GPU0,npu,NPU,0.0246007283857232,0.0246228848988961,2.2156513172878065e-05,39,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,2.2156513172878065e-05,2.2156513172878065e-05,3.448637111004758e-06,-1.8707876061873306e-05,0.15564890937921846,0
prefill,L1_SV_s1,SV,GPU0,npu,NPU,0.0246228848988961,0.024645041412069,2.2156513172878065e-05,40,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,2.2156513172878065e-05,2.2156513172878065e-05,3.448637111004758e-06,-1.8707876061873306e-05,0.15564890937921846,0
prefill,L1_O_s0,O,GPU0,npu,NPU,0.024645041412069,0.0254584992839413,0.0008134578718723,41,-1,1,0,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_O_s1,O,GPU0,npu,NPU,0.0254584992839413,0.0262719571558137,0.0008134578718723,42,-1,1,1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0008134578718723,0.0008134578718723,0.00012661383058286353,-0.0006868440412894365,0.15564890937921846,0
prefill,L1_AllReduce_O,ALLREDUCE,COMM,comm,COMM,0.0262719571558137,0.0262719571558137,0.0,43,-1,1,-1,heft_prefill-1024xdecode_512_ops_trace.csv,0.0,0.0,0.0,0.0,,0
prefill,L1_Add1,Add,GPU0,npu,NPU,0.0262719571558137,0.0262971012476105,2.514409179687344e-05,44,-1,1,-1,heft_prefill-1024xdecode_512_ops_trace.csv,2.514409179687344e-05,2.514409179687344e-05,3.9136504655143045e-06,-2.1230441331359135e-05,0.15564890937921846,0
prefill,L1_LN2,LN,GPU0,npu,NPU,0.0262971012476105,0.0263752306421418,7.812939453125112e-05,45,-1,1,-1,heft_prefill-1024xdecode_512_ops_trace.csv,7.812939453125112e-05,7.812939453125112e-05,1.2160755049247913e-05,-6.59686394820032e-05,0.15564890937921846,0
