phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,171.82821138431385,171.82821138431385,0.0,171.51773790297594,0.0,0.0,0.00018310546875,0.31029037586914787,0.0,0.0,171.82821138431385,1.0
decode,0.0,1732.61710507323,1732.61710507323,0.0,2.5675340285721737,1192.7544638985034,123.7704438778733,66.60024481751384,35.27685563778684,124.38334879599728,174.20942823408495,1719.562319290332,63.01538461538462
