device_type,phase,op,duration
npu,prefill,FFN_W2,2.8294959561473663
npu,prefill,FFN_W1,2.694701072586822
npu,prefill,FFN_W3,2.694701072586822
npu,prefill,K,1.0001527470060534
npu,prefill,O,1.0001527470060534
npu,prefill,Q,1.0001527470060534
npu,prefill,V,1.0001527470060532
npu,prefill,Softmax,0.6170211225165314
npu,prefill,SV,0.0623661264995114
npu,prefill,SwiGLU,0.042270719999990596
npu,prefill,Add,0.0314572800000092
npu,prefill,QK,0.0262348800000025
npu,prefill,LN,0.020971519999989002
npu,prefill,Identity,0.0101580799999945
npu,prefill,K_write,0.0052428800000256
npu,prefill,V_write,0.0052428800000256
npu,prefill,K_read,0.0
npu,prefill,V_read,0.0
pim,decode,FFN_W3,8.76997497600393
pim,decode,FFN_W2,8.76924719999862
pim,decode,FFN_W1,8.768824127998407
pim,decode,K,3.2494769280027094
pim,decode,O,3.2494769280027094
pim,decode,Q,3.2494769280027094
pim,decode,V,3.2494769280027094
pim,decode,QK,0.0065781760000618306
pim,decode,SV,0.004225280001946885
pim,decode,Softmax,0.002221888000502048
pim,decode,LN,0.0009515519981633247
pim,decode,SwiGLU,0.0008481600014338397
pim,decode,Add,0.00044409599627215357
pim,decode,Identity,0.00014284800036534762
pim,decode,K_read,0.0
pim,decode,K_write,0.0
pim,decode,V_read,0.0
pim,decode,V_write,0.0
