lenpair,prefill,decode,npu,pim,comm
128x128,128,128,6.132323960427147,6.180231216000267,23.00021435733271
128x1024,128,1024,59.38149944434033,29.506191853120118,312.8775654397522
1024x128,1024,128,17.161059743356322,25.693198669985467,124.27705975465057
1024x1024,1024,1024,98.45474309228712,163.16050991435722,736.0531362130924
