lenpair,prefill,decode,npu,pim,comm
128x128,128,128,3.0667190168826455,0.026305613999697167,1.7317702430022852
128x1024,128,1024,13.331996320468113,0.17678952604953221,11.257086099121327
1024x128,1024,128,4.165433495939968,2.862209620499493,1.9452919850023114
1024x1024,1024,1024,15.73986878442331,2.9858044400529864,11.985096801098512
