instr,addr,pipe,call_count,cycles,running_time(us),detail
SUB_IMM,0x10d110ac,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x1079d8,XN:X30=0x1080b0,IMM:0x6d8,"
SUB_IMM,0x10d110a8,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x1079b8,XN:X30=0x1080b0,IMM:0x6f8,"
SUB_IMM,0x10d11094,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107998,XN:X30=0x1080b0,IMM:0x718,"
SUB_IMM,0x10d11090,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x107978,XN:X30=0x1080b0,IMM:0x738,"
SUB_IMM,0x10d1107c,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107958,XN:X30=0x1080b0,IMM:0x758,"
SUB_IMM,0x10d11078,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x107930,XN:X30=0x1080b0,IMM:0x780,"
SUB_IMM,0x10d11068,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x1079f8,XN:X30=0x1080b0,IMM:0x6b8,"
SUB_IMM,0x10d11064,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x1079e8,XN:X30=0x1080b0,IMM:0x6c8,"
MOVX8_XD_IMM,0x10d11054,SCALAR,1,1,0.000000,"XD:X8=0x7ff80,IMM:0xfff0,"
MOV_XD_IMM,0x10d11050,SCALAR,1,1,0.000000,"XD:X0=0,IMM:0,"
INSERT_XD_XN,0x10d11048,SCALAR,1,1,0.000000,"XD:X0=0,XN:X8=0,IMM:0x6,UIMM:0x2,"
MOV_XD_IMM,0x10d110c4,SCALAR,1,1,0.000000,"XD:X9=0,IMM:0,"
MOV_XD_SPR,0x10d11040,SCALAR,1,1,0.000000,"XD:X0=0,SPR:CTRL,"
ADD_IMM,0x10d1102c,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x10537e24,XN:X0=0x10537e00,IMM:0x24,"
MOV_XD_SPR,0x10d11028,SCALAR,1,1,0.000000,"XD:X0=0x10537e00,SPR:PARA_BASE,"
ADD_IMM,0x10d11024,SCALAR,1,1,0.000000,"dtype:S64,XD:X30=0x1080b0,XN:X29=0x107f80,IMM:0x130,"
MOV_XD_IMM,0x10d1101c,SCALAR,1,1,0.000000,"XD:X17=0x8000,IMM:0x8000,"
AND,0x10d11018,SCALAR,1,1,0.000000,"dtype:B64,XD:X15=0,XN:X15=0,XM:X16=0x7fff,"
MOV_XD_IMM,0x10d11014,SCALAR,1,1,0.000000,"XD:X16=0x7fff,IMM:0x7fff,"
MOV_XD_SPR,0x10d11010,SCALAR,1,1,0.000000,"XD:X15=0,SPR:COREID,"
ADD,0x10d1100c,SCALAR,1,1,0.000000,"dtype:S64,XD:X29=0x107f80,XN:X29=0x107f80,XM:X15=0,"
MOV_XD_SPR,0x10d11008,SCALAR,1,1,0.000000,"XD:X15=0,SPR:SYS_VA_BASE,"
MOV_XD_IMM,0x10d11000,SCALAR,1,1,0.000000,"XD:X29=0x7f80,IMM:0x7f80,"
MOV_XD_XN,0x10d11120,SCALAR,1,1,0.000000,"dtype:S64,XD:X13=0x10,XN:X12=0x10,"
SHR,0x10d11158,SCALAR,1,1,0.000000,"dtype:U64,XD:X9=0x20,DATA_SRC:IMM,IMM:0xf,"
SIGNEXT,0x10d11154,SCALAR,1,1,0.000000,"dtype:S8,XD:X8=0x2,XN:X10=0x2,"
MOVX8_XD_IMM,0x10d1114c,SCALAR,1,1,0.000000,"XD:X3=0x1fff0,IMM:0x3ffe,"
ADD_IMM,0x10d11144,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x100f,XN:X6=0x1000,IMM:0xf,"
SUB_IMM,0x10d11140,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107920,XN:X30=0x1080b0,IMM:0x790,"
ZEROEXT,0x10d1113c,SCALAR,1,1,0.000000,"dtype:U16,XD:X6=0x1000,XN:X6=0x1000,"
SIGNEXT,0x10d11138,SCALAR,1,1,0.000000,"dtype:S8,XD:X8=0x1,XN:X8=0x1,"
SUB_IMM,0x10d11134,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x107f66,XN:X30=0x1080b0,IMM:0x14a,"
SHR,0x10d1112c,SCALAR,1,1,0.000000,"dtype:U64,XD:X16=0x100,DATA_SRC:IMM,IMM:0x4,"
SHR,0x10d11128,SCALAR,1,1,0.000000,"dtype:U64,XD:X13=0x1,DATA_SRC:IMM,IMM:0x4,"
MOV_XD_XN,0x10d11124,SCALAR,1,1,0.000000,"dtype:S64,XD:X16=0x100f,XN:X15=0x100f,"
INSERT_XD,0x10d115c8,SCALAR,1,1,0.000000,"XD:X12=0x100000010010,IMM:0x1,POSITION:0x4,EXT:0,"
ADD_IMM,0x10d1111c,SCALAR,1,1,0.000000,"dtype:S64,XD:X15=0x100f,XN:X14=0x1000,IMM:0xf,"
ADD_IMM,0x10d11118,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x10,XN:X7=0x1,IMM:0xf,"
ZEROEXT,0x10d11114,SCALAR,1,1,0.000000,"dtype:U16,XD:X14=0x1000,XN:X3=0x1000,"
ZEROEXT,0x10d11110,SCALAR,1,1,0.000000,"dtype:U16,XD:X7=0x1,XN:X7=0x1,"
SUB_IMM,0x10d110f0,SCALAR,1,1,0.000000,"dtype:S64,XD:X13=0x107f60,XN:X30=0x1080b0,IMM:0x150,"
SBITSET,0x10d110ec,SCALAR,1,1,0.000000,"dtype:B64,XD:X9=0x7,XN:X10=0x2,"
SFF,0x10d110e8,SCALAR,1,1,0.000000,"dtype:B64,XD:X10=0x2,XN:X9=0x3,"
SBITSET,0x10d110e4,SCALAR,1,1,0.000000,"dtype:B64,XD:X9=0x3,XN:X8=0x1,"
SFF,0x10d110e0,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0x1,XN:X9=0x1,"
SIGNEXT,0x10d110cc,SCALAR,1,1,0.000000,"dtype:S8,XD:X8=0,XN:X8=0,"
SBITSET,0x10d110c8,SCALAR,1,1,0.000000,"dtype:B64,XD:X9=0x1,XN:X8=0,"
MOV_XD_XN,0x10d115b0,SCALAR,1,1,0.000000,"dtype:S64,XD:X15=0x1000,XN:X13=0x1000,"
SEL,0x10d1147c,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0,XN:X7=0,XM:X8=0x1,"
CMP,0x10d11478,SCALAR,1,1,0.000000,"dtype:S64,XN:X9=0x1,XM:X5=0x1,cond_op:EQ,"
ZEROEXT,0x10d11474,SCALAR,1,1,0.000000,"dtype:U8,XD:X9=0x1,XN:X8=0x1,"
ADD_IMM,0x10d11470,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x1,XN:X8=0,IMM:0x1,"
ZEROEXT,0x10d1146c,SCALAR,1,1,0.000000,"dtype:U8,XD:X4=0,XN:X8=0,"
MOV_XD_IMM,0x10d11468,SCALAR,1,1,0.000000,"XD:X7=0,IMM:0,"
ADD_IMM,0x10d11454,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x1,XN:X3=0,IMM:0x1,"
ADD,0x10d1144c,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x107a08,XN:X1=0x107a08,XM:X2=0,"
ZEROEXT,0x10d115ac,SCALAR,1,1,0.000000,"dtype:U16,XD:X11=0x10,XN:X11=0x10,"
CMP_IMM,0x10d1140c,SCALAR,1,1,0.000000,"dtype:S64,XN:X3=0xff,IMM:0xff,cond_op:EQ,"
SHL,0x10d11480,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0,DATA_SRC:IMM,IMM:0x4,"
ZEROEXT,0x10d112b0,SCALAR,1,1,0.000000,"dtype:U8,XD:X9=0x3,XN:X9=0x3,"
ADD,0x10d11400,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x107a08,XN:X1=0x107a08,XM:X2=0,"
SHL,0x10d115b4,SCALAR,1,1,0.000000,"dtype:B64,XD:X12=0x10000,DATA_SRC:IMM,IMM:0x10,"
SHL,0x10d113f0,SCALAR,1,1,0.000000,"dtype:B64,XD:X2=0,DATA_SRC:IMM,IMM:0x4,"
SEL,0x10d113ec,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0,XN:X0=0,XM:X4=0x1,"
CMP,0x10d113e8,SCALAR,1,1,0.000000,"dtype:S64,XN:X5=0x1,XM:X3=0x1,cond_op:EQ,"
ZEROEXT,0x10d113e4,SCALAR,1,1,0.000000,"dtype:U8,XD:X5=0x1,XN:X4=0x1,"
ADD_IMM,0x10d113e0,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1,XN:X4=0,IMM:0x1,"
ZEROEXT,0x10d113dc,SCALAR,1,1,0.000000,"dtype:U8,XD:X2=0,XN:X4=0,"
ADD,0x10d113cc,SCALAR,1,1,0.000000,"dtype:S64,XD:X5=0x4000,XN:X5=0,XM:X6=0x4000,"
ZEROEXT,0x10d11504,SCALAR,1,1,0.000000,"dtype:U8,XD:X13=0x1,XN:X12=0x1,"
SUB_IMM,0x10d11570,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x107920,XN:X30=0x1080b0,IMM:0x790,"
SHR,0x10d11574,SCALAR,1,1,0.000000,"dtype:U64,XD:X10=0x20,DATA_SRC:IMM,IMM:0xf,"
SHL,0x10d11578,SCALAR,1,1,0.000000,"dtype:B64,XD:X10=0x100000,DATA_SRC:IMM,IMM:0xf,"
ADD_IMM,0x10d1157c,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x100000,XN:X10=0x100000,IMM:0,"
CMP_IMM,0x10d1152c,SCALAR,1,1,0.000000,"dtype:S64,XN:X10=0xff,IMM:0xff,cond_op:NE,"
ADD,0x10d11520,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x107a58,XN:X9=0x107a58,XM:X11=0,"
SHL,0x10d11510,SCALAR,1,1,0.000000,"dtype:B64,XD:X11=0,DATA_SRC:IMM,IMM:0x4,"
ADD,0x10d11588,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107a58,XN:X9=0x107a58,XM:X11=0,"
SEL,0x10d1150c,SCALAR,1,1,0.000000,"dtype:B64,XD:X12=0,XN:X10=0,XM:X12=0x1,"
CMP,0x10d11508,SCALAR,1,1,0.000000,"dtype:S64,XN:X13=0x1,XM:X7=0x1,cond_op:EQ,"
ADD_IMM,0x10d113d0,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0x7,XN:X2=0,IMM:0x7,"
ADD_IMM,0x10d11500,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x1,XN:X12=0,IMM:0x1,"
ADD_IMM,0x10d11594,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x1,XN:X12=0,IMM:0x1,"
ZEROEXT,0x10d114fc,SCALAR,1,1,0.000000,"dtype:U8,XD:X11=0,XN:X12=0,"
MOV_XD_IMM,0x10d114f8,SCALAR,1,1,0.000000,"XD:X10=0,IMM:0,"
ADD_IMM,0x10d114e4,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x1,XN:X7=0,IMM:0x1,"
ADD,0x10d114dc,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x107a28,XN:X3=0x107a28,XM:X4=0,"
SUB_IMM,0x10d115a0,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x107f60,XN:X30=0x1080b0,IMM:0x150,"
CMP_IMM,0x10d1149c,SCALAR,1,1,0.000000,"dtype:S64,XN:X7=0xff,IMM:0xff,cond_op:EQ,"
ADD,0x10d11490,SCALAR,1,1,0.000000,"dtype:S64,XD:X5=0x107a28,XN:X3=0x107a28,XM:X4=0,"
SHL,0x10d115a4,SCALAR,1,1,0.000000,"dtype:B64,XD:X11=0x10,DATA_SRC:IMM,IMM:0x4,"
SHL,0x10d112b4,SCALAR,1,1,0.000000,"dtype:B64,XD:X9=0x30,DATA_SRC:IMM,IMM:0x4,"
MOVK,0x10d1131c,SCALAR,1,1,0.000000,"XD:X10=0xffff1200,IMM:0xffff,UIMM:0x1,"
OR,0x10d115c0,SCALAR,1,1,0.000000,"dtype:B64,XD:X12=0x100000010000,XN:X12=0x10000,XM:X15=0x100000000000,"
MOV_XD_XN,0x10d11318,SCALAR,1,1,0.000000,"dtype:S64,XD:X11=0x107a48,XN:X7=0x107a48,"
MOV_XD_IMM,0x10d11314,SCALAR,1,1,0.000000,"XD:X10=0x1200,IMM:0x1200,"
ADD,0x10d1130c,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x107a48,XN:X1=0x107a08,XM:X7=0x40,"
AND,0x10d11308,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x4000,XN:X6=0x401f,XM:X9=0x7ffffffe0,"
SHL,0x10d11304,SCALAR,1,1,0.000000,"dtype:B64,XD:X7=0x40,DATA_SRC:IMM,IMM:0x4,"
MOVK,0x10d11300,SCALAR,1,1,0.000000,"XD:X9=0x7ffffffe0,IMM:0x7,UIMM:0x2,"
ADD_IMM,0x10d112fc,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x401f,XN:X6=0x4000,IMM:0x1f,"
OR,0x10d115c4,SCALAR,1,1,0.000000,"dtype:B64,XD:X11=0x101000,XN:X13=0x1000,XM:X11=0x100000,"
INSERT_XD,0x10d11320,SCALAR,1,1,0.000000,"XD:X11=0x107a4c,IMM:0x1,POSITION:0x2,EXT:0,"
ZEROEXT,0x10d112f8,SCALAR,1,1,0.000000,"dtype:U8,XD:X7=0x4,XN:X7=0x4,"
MOVK,0x10d112f4,SCALAR,1,1,0.000000,"XD:X9=0xffffffe0,IMM:0xffff,UIMM:0x1,"
SHL,0x10d112f0,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x4000,DATA_SRC:IMM,IMM:0x2,"
MOV_XD_IMM,0x10d112ec,SCALAR,1,1,0.000000,"XD:X9=0xffe0,IMM:0xffe0,"
INSERT_XD,0x10d115cc,SCALAR,1,1,0.000000,"XD:X11=0x100101000,IMM:0x1,POSITION:0x20,EXT:0,"
ADD_IMM,0x10d112e8,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x4,XN:X2=0,IMM:0x4,"
ADD,0x10d112b8,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107a38,XN:X1=0x107a08,XM:X9=0x30,"
ADD,0x10d112dc,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x20000,XN:X10=0,XM:X7=0x20000,"
INSERT_XD,0x10d112c4,SCALAR,1,1,0.000000,"XD:X11=0x107a3c,IMM:0x1,POSITION:0x2,EXT:0,"
MOV_XD_XN,0x10d112c0,SCALAR,1,1,0.000000,"dtype:S64,XD:X11=0x107a38,XN:X9=0x107a38,"
INSERT_XD,0x10d11364,SCALAR,1,1,0.000000,"XD:X9=0x107a5c,IMM:0x1,POSITION:0x2,EXT:0,"
INSERT_XD,0x10d113a4,SCALAR,1,1,0.000000,"XD:X3=0x107a6c,IMM:0x1,POSITION:0x2,EXT:0,"
SHL,0x10d113a0,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x4000,DATA_SRC:IMM,IMM:0x2,"
MOV_XD_XN,0x10d1139c,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x107a68,XN:X1=0x107a68,"
SHL,0x10d115b8,SCALAR,1,1,0.000000,"dtype:B64,XD:X15=0x100000000000,DATA_SRC:IMM,IMM:0x20,"
ADD,0x10d11394,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x107a68,XN:X1=0x107a08,XM:X3=0x60,"
SHL,0x10d1138c,SCALAR,1,1,0.000000,"dtype:B64,XD:X3=0x60,DATA_SRC:IMM,IMM:0x4,"
ZEROEXT,0x10d11388,SCALAR,1,1,0.000000,"dtype:U8,XD:X3=0x6,XN:X3=0x6,"
SHL,0x10d115bc,SCALAR,1,1,0.000000,"dtype:B64,XD:X11=0x100000,DATA_SRC:IMM,IMM:0x10,"
ADD,0x10d11384,SCALAR,1,1,0.000000,"dtype:S64,XD:X5=0x22200,XN:X8=0x20200,XM:X7=0x2000,"
ADD_IMM,0x10d11380,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x6,XN:X2=0,IMM:0x6,"
SHL,0x10d11360,SCALAR,1,1,0.000000,"dtype:B64,XD:X7=0x2000,DATA_SRC:IMM,IMM:0x1,"
MOV_XD_XN,0x10d1135c,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107a58,XN:X3=0x107a58,"
MOV_XD_XN,0x10d11358,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x1000,XN:X6=0x1000,"
ADD,0x10d11354,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x107a58,XN:X1=0x107a08,XM:X3=0x50,"
SHL,0x10d11350,SCALAR,1,1,0.000000,"dtype:B64,XD:X3=0x50,DATA_SRC:IMM,IMM:0x4,"
ZEROEXT,0x10d1134c,SCALAR,1,1,0.000000,"dtype:U8,XD:X3=0x5,XN:X3=0x5,"
ADD_IMM,0x10d11348,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x5,XN:X2=0,IMM:0x5,"
ZEROEXT,0x10d11344,SCALAR,1,1,0.000000,"dtype:U16,XD:X6=0x1000,XN:X3=0x1000,"
ADD,0x10d11338,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x4000,XN:X9=0,XM:X6=0x4000,"
JUMPC,0x10d119a4,FLOWCTRL,27,0,0.000000,"TargetPC:0x10d119a8,cond_flag:1"
MOV_SPR_XN,0x10d1104c,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X0=0,"
NOP,0x10d1158c,FLOWCTRL,1,0,0.000000,""
JUMPC,0x10d11894,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11898,cond_flag:0"
JUMPC,0x10d11410,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11414,cond_flag:1"
JUMPC,0x10d117a8,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d117ac,cond_flag:0"
JUMPC,0x10d11758,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d1175c,cond_flag:1"
JUMPCMP,0x10d11744,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X7=0,Condition_op:1,FC_type:IMM,IMM:0x3f8CMP_type:IMM,UIMM:0,"
JUMPC,0x10d11808,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d1180c,cond_flag:0"
JUMPC,0x10d116e8,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d116ec,cond_flag:0"
SET_FLAG,0x10d1118c,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:2,"
JUMPCMP,0x10d113fc,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X5=0,Condition_op:1,FC_type:IMM,IMM:0x3f8CMP_type:IMM,UIMM:0,"
SET_FLAG,0x10d11150,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
JUMPC,0x10d11954,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11958,cond_flag:0"
JUMPCMP,0x10d1148c,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X9=0,Condition_op:1,FC_type:IMM,IMM:0x3f8CMP_type:IMM,UIMM:0,"
JUMPC,0x10d114a0,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d114a4,cond_flag:1"
SET_FLAG,0x10d110dc,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
JUMPCMP,0x10d118f0,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X7=0,Condition_op:1,FC_type:IMM,IMM:0x3f8CMP_type:IMM,UIMM:0,"
JUMPC,0x10d11904,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11908,cond_flag:1"
JUMPCMP,0x10d1151c,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X13=0,Condition_op:1,FC_type:IMM,IMM:0x3f8CMP_type:IMM,UIMM:0,"
JUMPC,0x10d11530,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11534,cond_flag:0"
JUMP,0x10d11534,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11538"
