instr,addr,pipe,call_count,cycles,running_time(us),detail
LD_XD_XN_IMM,0x10d113c8,SCALAR,1,5,0.000000,"dtype:B8,XD:X4=0,XN:X30=0x1080b0,IMM:0xd8f,"
LD_XD_XN_IMM,0x10d113c4,SCALAR,1,5,0.000000,"dtype:B8,XD:X3=0,XN:X30=0x1080b0,IMM:0xd88,"
LD_XD_XN_IMM,0x10d1166c,SCALAR,1,5,0.000000,"dtype:B8,XD:X0=0,XN:X30=0x1080b0,IMM:0xdb9,"
LD_XD_XN_IMM,0x10d11680,SCALAR,1,5,0.000000,"dtype:B64,XD:X0=0,XN:X2=0x107928,IMM:0,"
LD_XD_XN_IMM,0x10d11870,SCALAR,1,5,0.000000,"dtype:B64,XD:X0=0,XN:X30=0x1080b0,IMM:0xdc0,"
LD_XD_XN_IMM,0x10d11880,SCALAR,1,5,0.000000,"dtype:B8,XD:X2=0,XN:X0=0x107a28,IMM:0x2,"
LD_XD_XN_IMM,0x10d1195c,SCALAR,1,5,0.000000,"dtype:B32,XD:X6=0,XN:X3=0x107a38,IMM:0x4,"
LD_XD_XN_IMM,0x10d11644,SCALAR,1,5,0.000000,"dtype:B64,XD:X0=0,XN:X10=0x107928,IMM:0,"
LD_XD_XN_IMM,0x10d116d4,SCALAR,1,5,0.000000,"dtype:B8,XD:X2=0,XN:X0=0x107a08,IMM:0x2,"
LD_XD_XN_IMM,0x10d11824,SCALAR,1,5,0.000000,"dtype:B64,XD:X5=0,XN:X1=0x100000,IMM:0,"
LD_XD_XN_IMM,0x10d11670,SCALAR,1,5,0.000000,"dtype:B64,XD:X2=0,XN:X1=0x100000,IMM:0,"
LD_XD_XN_IMM,0x10d116ec,SCALAR,1,5,0.000000,"dtype:B64,XD:X1=0,XN:X1=0x100000,IMM:0,"
LD_XD_XN_IMM,0x10d116f0,SCALAR,1,5,0.000000,"dtype:B8,XD:X3=0,XN:X0=0x107a08,IMM:0x2,"
LD_XD_XN,0x10d11488,SCALAR,1,5,0.000000,"dtype:B8,XD:X9=0,XN:X3=0x107a28,XM:X4=0,#POST:0,"
LDP_XI_XJ_XN,0x10d115a8,SCALAR,1,5,0.000000,"dtype:B16,XI:X12=0,XJ:X13=0,XN:X12=0x107f60,IMM:0,"
LD_XD_XN_IMM,0x10d11618,SCALAR,1,5,0.000000,"dtype:B64,XD:X6=0,XN:X30=0x1080b0,IMM:0xe90,"
LD_XD_XN,0x10d11740,SCALAR,1,5,0.000000,"dtype:B8,XD:X7=0,XN:X3=0x107a18,XM:X4=0,#POST:0,"
LD_XD_XN_IMM,0x10d11830,SCALAR,1,5,0.000000,"dtype:B64,XD:X2=0,XN:X5=0x107928,IMM:0x10,"
LD_XD_XN_IMM,0x10d118bc,SCALAR,1,5,0.000000,"dtype:B32,XD:X2=0,XN:X0=0x107a28,IMM:0x4,"
LD_XD_XN_IMM,0x10d11580,SCALAR,1,5,0.000000,"dtype:B64,XD:X10=0,XN:X10=0x100000,IMM:0,"
LD_XD_XN_IMM,0x10d118c0,SCALAR,1,5,0.000000,"dtype:B64,XD:X3=0,XN:X30=0x1080b0,IMM:0xde0,"
LD_XD_XN_IMM,0x10d117b4,SCALAR,1,5,0.000000,"dtype:B16,XD:X6=0,XN:X30=0x1080b0,IMM:0xeb6,"
LD_XD_XN_IMM,0x10d117b0,SCALAR,1,5,0.000000,"dtype:B16,XD:X5=0,XN:X30=0x1080b0,IMM:0xeba,"
LD_XD_XN_IMM,0x10d11584,SCALAR,1,5,0.000000,"dtype:B8,XD:X12=0,XN:X30=0x1080b0,IMM:0xe06,"
LD_XD_XN_IMM,0x10d11234,SCALAR,1,5,0.000000,"dtype:B32,XD:X11=0,XN:X30=0x1080b0,IMM:0x944,"
LD_XD_XN_IMM,0x10d11630,SCALAR,1,5,0.000000,"dtype:B8,XD:X6=0,XN:X30=0x1080b0,IMM:0xd89,"
LD_XD_XN_IMM,0x10d112bc,SCALAR,1,5,0.000000,"dtype:B32,XD:X10=0,XN:X30=0x1080b0,IMM:0x948,"
LD_XD_XN_IMM,0x10d11528,SCALAR,1,5,0.000000,"dtype:B8,XD:X10=0,XN:X7=0x107a58,IMM:0x3,"
LD_XD_XN_IMM,0x10d11590,SCALAR,1,5,0.000000,"dtype:B16,XD:X11=0,XN:X30=0x1080b0,IMM:0xeb6,"
LD_XD_XN_IMM,0x10d118c4,SCALAR,1,5,0.000000,"dtype:B8,XD:X1=0,XN:X30=0x1080b0,IMM:0xdd0,"
LD_XD_XN_IMM,0x10d11790,SCALAR,1,5,0.000000,"dtype:B8,XD:X6=0,XN:X30=0x1080b0,IMM:0xda6,"
LD_XD_XN_IMM,0x10d11860,SCALAR,1,5,0.000000,"dtype:B8,XD:X0=0,XN:X30=0x1080b0,IMM:0xd8e,"
LD_XD_XN_IMM,0x10d115d0,SCALAR,1,5,0.000000,"dtype:B32,XD:X15=0,XN:X9=0x107a58,IMM:0x4,"
LD_XD_XN_IMM,0x10d111f8,SCALAR,1,5,0.000000,"dtype:B32,XD:X9=0,XN:X30=0x1080b0,IMM:0x940,"
LD_XD_XN_IMM,0x10d11818,SCALAR,1,5,0.000000,"dtype:B8,XD:X4=0,XN:X30=0x1080b0,IMM:0xda1,"
LD_XD_XN_IMM,0x10d115d8,SCALAR,1,5,0.000000,"dtype:B16,XD:X6=0,XN:X30=0x1080b0,IMM:0xeba,"
LD_XD_XN_IMM,0x10d11750,SCALAR,1,5,0.000000,"dtype:B8,XD:X5=0,XN:X2=0x107a18,IMM:0x3,"
LD_XD_XN_IMM,0x10d115dc,SCALAR,1,5,0.000000,"dtype:B16,XD:X11=0,XN:X30=0x1080b0,IMM:0xeb4,"
LD_XD_XN_IMM,0x10d118c8,SCALAR,1,5,0.000000,"dtype:B8,XD:X6=0,XN:X30=0x1080b0,IMM:0xdd7,"
LD_XD_XN_IMM,0x10d115e0,SCALAR,1,5,0.000000,"dtype:B64,XD:X12=0,XN:X30=0x1080b0,IMM:0xe50,"
LD_XD_XN_IMM,0x10d11794,SCALAR,1,5,0.000000,"dtype:B16,XD:X5=0,XN:X30=0x1080b0,IMM:0xeb0,"
LD_XD_XN_IMM,0x10d118a4,SCALAR,1,5,0.000000,"dtype:B64,XD:X4=0,XN:X1=0x107928,IMM:0,"
LD_XD_XN,0x10d11518,SCALAR,1,5,0.000000,"dtype:B8,XD:X13=0,XN:X9=0x107a58,XM:X11=0,#POST:0,"
LD_XD_XN_IMM,0x10d11898,SCALAR,1,5,0.000000,"dtype:B64,XD:X1=0,XN:X1=0x100000,IMM:0,"
LD_XD_XN_IMM,0x10d1189c,SCALAR,1,5,0.000000,"dtype:B8,XD:X3=0,XN:X0=0x107a28,IMM:0x2,"
LD_XD_XN_IMM,0x10d11598,SCALAR,1,5,0.000000,"dtype:B64,XD:X14=0,XN:X30=0x1080b0,IMM:0xe30,"
MOV_SPR_XN,0x10d11058,MTE1,1,4,0.000000,"SPR:L1_3D_SIZE,XN:X0=0,id:1"
MADD,0x10d117e4,SCALAR,1,3,0.000000,"dtype:S64,XD:X9=0,XN:X5=0x2000,XM:X8=0,"
MADD,0x10d11020,SCALAR,1,3,0.000000,"dtype:S64,XD:X29=0x107f80,XN:X15=0,XM:X17=0x8000,"
MUL,0x10d1119c,SCALAR,1,2,0.000000,"dtype:S64,XD:X13=0x10000,XN:X17=0x100,XM:X16=0x100,"
MUL,0x10d111a0,SCALAR,1,2,0.000000,"dtype:S64,XD:X6=0x1000,XN:X14=0x1000,XM:X7=0x1,"
MUL,0x10d11198,SCALAR,1,2,0.000000,"dtype:S64,XD:X12=0x100,XN:X17=0x100,XM:X13=0x1,"
SFF,0x10d11684,SCALAR,1,1,0.000000,"dtype:B64,XD:X5=0x1,XN:X0=0x1,"
SBITSET,0x10d11688,SCALAR,1,1,0.000000,"dtype:B64,XD:X0=0x3,XN:X5=0x1,"
SHL,0x10d115f0,SCALAR,1,1,0.000000,"dtype:B64,XD:X13=0x10000000,DATA_SRC:IMM,IMM:0x10,"
MOV_XD_XN,0x10d115ec,SCALAR,1,1,0.000000,"dtype:S64,XD:X14=0x1000,XN:X11=0x1000,"
OR,0x10d11974,SCALAR,1,1,0.000000,"dtype:B64,XD:X7=0x100000000,XN:X7=0,XM:X8=0x100000000,"
ZEROEXT,0x10d115e8,SCALAR,1,1,0.000000,"dtype:U16,XD:X6=0x1000,XN:X6=0x1000,"
SHL,0x10d115f4,SCALAR,1,1,0.000000,"dtype:B64,XD:X14=0x100000000000,DATA_SRC:IMM,IMM:0x20,"
SHL,0x10d115f8,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x10000000,DATA_SRC:IMM,IMM:0x10,"
SHL,0x10d115e4,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x1000,DATA_SRC:IMM,IMM:0x4,"
MOV_XD_IMM,0x10d11978,SCALAR,1,1,0.000000,"XD:X8=0,IMM:0,"
ADD,0x10d11628,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x107a08,XN:X1=0x107a08,XM:X2=0,"
CMP_IMM,0x10d1194c,SCALAR,1,1,0.000000,"dtype:S64,XN:X5=0x100,IMM:0,cond_op:EQ,"
SFF,0x10d11648,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0,XN:X0=0,"
SBITSET,0x10d1164c,SCALAR,1,1,0.000000,"dtype:B64,XD:X0=0x1,XN:X6=0,"
SIGNEXT,0x10d11650,SCALAR,1,1,0.000000,"dtype:S8,XD:X4=0,XN:X6=0,"
SFF,0x10d1184c,SCALAR,1,1,0.000000,"dtype:B64,XD:X5=0,XN:X3=0,"
ADD_IMM,0x10d1163c,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x1,XN:X6=0,IMM:0x1,"
SBITSET,0x10d11850,SCALAR,1,1,0.000000,"dtype:B64,XD:X3=0x1,XN:X5=0,"
SUB_IMM,0x10d1165c,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x107920,XN:X30=0x1080b0,IMM:0x790,"
ADD,0x10d11638,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x107a28,XN:X3=0x107a28,XM:X4=0,"
SHR,0x10d11660,SCALAR,1,1,0.000000,"dtype:U64,XD:X1=0x20,DATA_SRC:IMM,IMM:0xf,"
SHL,0x10d11664,SCALAR,1,1,0.000000,"dtype:B64,XD:X1=0x100000,DATA_SRC:IMM,IMM:0xf,"
OR,0x10d115fc,SCALAR,1,1,0.000000,"dtype:B64,XD:X13=0x100010000000,XN:X13=0x10000000,XM:X14=0x100000000000,"
ADD_IMM,0x10d11668,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x100000,XN:X1=0x100000,IMM:0,"
INSERT_XD,0x10d11624,SCALAR,1,1,0.000000,"XD:X8=0x1000010,IMM:0x1,POSITION:0x4,EXT:0,"
AND,0x10d11620,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0x1000000,XN:X11=0x1000000,XM:X8=0xfff0000,"
MOVK,0x10d1161c,SCALAR,1,1,0.000000,"XD:X8=0xfff0000,IMM:0xfff,UIMM:0x1,"
MOV_XD_IMM,0x10d11614,SCALAR,1,1,0.000000,"XD:X8=0,IMM:0,"
SHL,0x10d1160c,SCALAR,1,1,0.000000,"dtype:B64,XD:X11=0x1000000,DATA_SRC:IMM,IMM:0xc,"
INSERT_XD,0x10d11608,SCALAR,1,1,0.000000,"XD:X6=0x110001000,IMM:0x1,POSITION:0x20,EXT:0,"
ADD_IMM,0x10d11678,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x1,XN:X0=0,IMM:0x1,"
INSERT_XD,0x10d11604,SCALAR,1,1,0.000000,"XD:X13=0x100010000010,IMM:0x1,POSITION:0x4,EXT:0,"
OR,0x10d11600,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x10001000,XN:X11=0x1000,XM:X6=0x10000000,"
MOVK,0x10d11004,SCALAR,1,1,0.000000,"XD:X29=0x107f80,IMM:0x10,UIMM:0x1,"
MOV_XD_IMM,0x10d117d0,SCALAR,1,1,0.000000,"XD:X8=0x1,IMM:0x1,"
OR,0x10d117cc,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x1000000,XN:X8=0,XM:X6=0x1000000,"
SHR,0x10d117c8,SCALAR,1,1,0.000000,"dtype:U64,XD:X7=0x1,DATA_SRC:IMM,IMM:0x4,"
SHL,0x10d117c4,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x1000000,DATA_SRC:IMM,IMM:0x18,"
SHL,0x10d117c0,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0,DATA_SRC:IMM,IMM:0x10,"
ZEROEXT,0x10d117bc,SCALAR,1,1,0.000000,"dtype:U8,XD:X8=0,XN:X5=0x100,"
SBITSET,0x10d118b0,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0x4,XN:X3=0x1,"
ADD_IMM,0x10d11828,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1,XN:X4=0,IMM:0x1,"
SHL,0x10d117d4,SCALAR,1,1,0.000000,"dtype:B64,XD:X5=0x2000,DATA_SRC:IMM,IMM:0x5,"
ADD_IMM,0x10d117ac,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x10,XN:X5=0x1,IMM:0xf,"
CMP_IMM,0x10d117a0,SCALAR,1,1,0.000000,"dtype:S64,XN:X5=0x1,IMM:0,cond_op:EQ,"
ADD_IMM,0x10d1179c,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1,XN:X6=0,IMM:0x1,"
ADD,0x10d11798,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x107a18,XN:X3=0x107a18,XM:X4=0,"
SFF,0x10d11834,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0,XN:X2=0,"
SBITSET,0x10d11838,SCALAR,1,1,0.000000,"dtype:B64,XD:X2=0x1,XN:X4=0,"
MOV_XD_IMM,0x10d118cc,SCALAR,1,1,0.000000,"XD:X5=0,IMM:0,"
ZEROEXT,0x10d118d0,SCALAR,1,1,0.000000,"dtype:U8,XD:X4=0,XN:X6=0,"
ZEROEXT,0x10d117f4,SCALAR,1,1,0.000000,"dtype:U32,XD:X9=0,XN:X9=0,"
CMP_IMM,0x10d1188c,SCALAR,1,1,0.000000,"dtype:S64,XN:X2=0x1,IMM:0xff,cond_op:EQ,"
ADD_IMM,0x10d1181c,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x100000,XN:X1=0x100000,IMM:0,"
SHL,0x10d11814,SCALAR,1,1,0.000000,"dtype:B64,XD:X1=0x100000,DATA_SRC:IMM,IMM:0xf,"
SHR,0x10d11810,SCALAR,1,1,0.000000,"dtype:U64,XD:X1=0x20,DATA_SRC:IMM,IMM:0xf,"
SUB_IMM,0x10d1180c,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x107920,XN:X30=0x1080b0,IMM:0x790,"
CMP,0x10d11800,SCALAR,1,1,0.000000,"dtype:S64,XN:X7=0x1,XM:X10=0x1,cond_op:NE,"
MOV_XD_XN,0x10d117fc,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x1,XN:X10=0x1,"
ZEROEXT,0x10d117f8,SCALAR,1,1,0.000000,"dtype:U32,XD:X11=0,XN:X8=0,"
CMP_IMM,0x10d11754,SCALAR,1,1,0.000000,"dtype:S64,XN:X5=0xff,IMM:0xff,cond_op:EQ,"
ADD,0x10d117f0,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0,XN:X8=0,XM:X1=0,"
SHL,0x10d117ec,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0,DATA_SRC:IMM,IMM:0x9,"
ADD_IMM,0x10d117e8,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x1,XN:X8=0,IMM:0x1,"
MOV_XD_XN,0x10d117e0,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0,XN:X4=0,"
SIGNEXT,0x10d118a0,SCALAR,1,1,0.000000,"dtype:S8,XD:X2=0x1,XN:X2=0x1,"
MOV_XD_IMM,0x10d117dc,SCALAR,1,1,0.000000,"XD:X8=0,IMM:0,"
SIGNEXT,0x10d118a8,SCALAR,1,1,0.000000,"dtype:S8,XD:X3=0x1,XN:X3=0x1,"
MAX,0x10d117d8,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x1,XN:X7=0x1,XM:X8=0x1,"
SUB_IMM,0x10d1186c,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0,XN:X0=0x1,IMM:0x1,"
CMP_IMM,0x10d11900,SCALAR,1,1,0.000000,"dtype:S64,XN:X5=0xff,IMM:0xff,cond_op:EQ,"
ADD,0x10d11944,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x107a38,XN:X3=0x107a38,XM:X4=0,"
ADD_IMM,0x10d11948,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1,XN:X6=0,IMM:0x1,"
CMP_IMM,0x10d116e0,SCALAR,1,1,0.000000,"dtype:S64,XN:X2=0,IMM:0xff,cond_op:EQ,"
SIGNEXT,0x10d116d8,SCALAR,1,1,0.000000,"dtype:S8,XD:X3=0x2,XN:X3=0x2,"
SIGNEXT,0x10d116cc,SCALAR,1,1,0.000000,"dtype:S8,XD:X4=0x1,XN:X5=0x1,"
SUB_IMM,0x10d116c8,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,XN:X2=0x1,IMM:0x1,"
SUB_IMM,0x10d11874,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,XN:X2=0x1,IMM:0x1,"
SIGNEXT,0x10d116f4,SCALAR,1,1,0.000000,"dtype:S8,XD:X2=0,XN:X2=0,"
MOV_XD_XN,0x10d11960,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x100,XN:X5=0x100,"
ZEROEXT,0x10d11964,SCALAR,1,1,0.000000,"dtype:U8,XD:X7=0,XN:X4=0x100,"
SHL,0x10d11968,SCALAR,1,1,0.000000,"dtype:B64,XD:X7=0,DATA_SRC:IMM,IMM:0x10,"
SBITSET,0x10d116b0,SCALAR,1,1,0.000000,"dtype:B64,XD:X0=0x7,XN:X3=0x2,"
SFF,0x10d116ac,SCALAR,1,1,0.000000,"dtype:B64,XD:X3=0x2,XN:X0=0x3,"
SIGNEXT,0x10d11868,SCALAR,1,1,0.000000,"dtype:S8,XD:X3=0,XN:X4=0,"
ADD_IMM,0x10d116a0,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x1,XN:X0=0,IMM:0x1,"
SHL,0x10d1196c,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0x100000000,DATA_SRC:IMM,IMM:0x18,"
MOV_XD_IMM,0x10d11720,SCALAR,1,1,0.000000,"XD:X5=0,IMM:0,"
ADD,0x10d11748,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0x107a18,XN:X3=0x107a18,XM:X4=0,"
ADD_IMM,0x10d118d4,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x1,XN:X6=0,IMM:0x1,"
SHL,0x10d11738,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0,DATA_SRC:IMM,IMM:0x4,"
SEL,0x10d11734,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0,XN:X5=0,XM:X6=0x1,"
CMP,0x10d11730,SCALAR,1,1,0.000000,"dtype:S64,XN:X7=0x1,XM:X2=0x1,cond_op:EQ,"
ZEROEXT,0x10d1172c,SCALAR,1,1,0.000000,"dtype:U8,XD:X7=0x1,XN:X6=0x1,"
ADD_IMM,0x10d11728,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x1,XN:X6=0,IMM:0x1,"
ZEROEXT,0x10d11724,SCALAR,1,1,0.000000,"dtype:U8,XD:X4=0,XN:X6=0,"
SHL,0x10d11970,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0x2000,DATA_SRC:IMM,IMM:0x5,"
ZEROEXT,0x10d118d8,SCALAR,1,1,0.000000,"dtype:U8,XD:X7=0x1,XN:X6=0x1,"
CMP,0x10d118dc,SCALAR,1,1,0.000000,"dtype:S64,XN:X7=0x1,XM:X1=0x1,cond_op:EQ,"
SEL,0x10d118e0,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0,XN:X5=0,XM:X6=0x1,"
SHL,0x10d118e4,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0,DATA_SRC:IMM,IMM:0x4,"
SIGNEXT,0x10d11888,SCALAR,1,1,0.000000,"dtype:S8,XD:X3=0,XN:X5=0,"
ADD,0x10d118f4,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x107a38,XN:X3=0x107a38,XM:X4=0,"
SBITSET,0x10d11704,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0x6,XN:X3=0,"
SIGNEXT,0x10d116fc,SCALAR,1,1,0.000000,"dtype:S8,XD:X3=0,XN:X3=0,"
SUB_IMM,0x10d111a8,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x107f00,XN:X30=0x1080b0,IMM:0x1b0,"
ADD,0x10d111f4,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x107a08,XN:X1=0x107a08,XM:X4=0,"
SHL,0x10d111f0,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0,DATA_SRC:IMM,IMM:0x4,"
SUB_IMM,0x10d111ec,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x107a08,XN:X30=0x1080b0,IMM:0x6a8,"
MOV_XD_XN,0x10d111e8,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0,XN:X2=0,"
AND,0x10d111e4,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0x200,XN:X1=0x21f,XM:X7=0xfffffe0,"
MOVK,0x10d111e0,SCALAR,1,1,0.000000,"XD:X7=0xfffffe0,IMM:0xfff,UIMM:0x1,"
ADD_IMM,0x10d111dc,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x21f,XN:X12=0x200,IMM:0x1f,"
MOV_XD_IMM,0x10d111d8,SCALAR,1,1,0.000000,"XD:X7=0xffe0,IMM:0xffe0,"
SHL,0x10d111d0,SCALAR,1,1,0.000000,"dtype:B64,XD:X12=0x200,DATA_SRC:IMM,IMM:0x1,"
SUB_IMM,0x10d111b4,SCALAR,1,1,0.000000,"dtype:S64,XD:X7=0x107f74,XN:X30=0x1080b0,IMM:0x13c,"
SUB_IMM,0x10d111b0,SCALAR,1,1,0.000000,"dtype:S64,XD:X11=0x107f40,XN:X30=0x1080b0,IMM:0x170,"
SUB_IMM,0x10d111ac,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x107f20,XN:X30=0x1080b0,IMM:0x190,"
MOV_XD_IMM,0x10d111fc,SCALAR,1,1,0.000000,"XD:X5=0x100,IMM:0x100,"
SUB_IMM,0x10d111a4,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x107ee0,XN:X30=0x1080b0,IMM:0x1d0,"
SUB_IMM,0x10d11188,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x107f6e,XN:X30=0x1080b0,IMM:0x142,"
SUB_IMM,0x10d11180,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x107928,XN:X30=0x1080b0,IMM:0x788,"
ADD_IMM,0x10d1117c,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x100000,XN:X9=0x100000,IMM:0,"
SUB_IMM,0x10d11178,SCALAR,1,1,0.000000,"dtype:S64,XD:X15=0x107f6a,XN:X30=0x1080b0,IMM:0x146,"
AND,0x10d11174,SCALAR,1,1,0.000000,"dtype:B64,XD:X6=0x1000,XN:X6=0x100f,XM:X15=0xfff0,"
AND,0x10d11170,SCALAR,1,1,0.000000,"dtype:B64,XD:X12=0x10,XN:X12=0x10,XM:X15=0xfff0,"
SHR,0x10d1116c,SCALAR,1,1,0.000000,"dtype:U64,XD:X17=0x100,DATA_SRC:IMM,IMM:0x4,"
SHL,0x10d11168,SCALAR,1,1,0.000000,"dtype:B64,XD:X9=0x100000,DATA_SRC:IMM,IMM:0xf,"
MOV_XD_IMM,0x10d11164,SCALAR,1,1,0.000000,"XD:X15=0xfff0,IMM:0xfff0,"
AND,0x10d11160,SCALAR,1,1,0.000000,"dtype:B64,XD:X3=0x1000,XN:X15=0x100f,XM:X3=0x1fff0,"
ADD,0x10d11248,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x200,XN:X9=0,XM:X8=0x200,"
ADD_IMM,0x10d112ac,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x3,XN:X2=0,IMM:0x3,"
ADD,0x10d112a8,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x20200,XN:X9=0x200,XM:X7=0x20000,"
INSERT_XD,0x10d1128c,SCALAR,1,1,0.000000,"XD:X10=0x107a2c,IMM:0x1,POSITION:0x2,EXT:0,"
MOV_XD_XN,0x10d11288,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x107a28,XN:X8=0x107a28,"
AND,0x10d11284,SCALAR,1,1,0.000000,"dtype:B64,XD:X7=0x20000,XN:X10=0x2001f,XM:X7=0xfffffe0,"
ADD,0x10d11280,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x107a28,XN:X1=0x107a08,XM:X8=0x20,"
ADD_IMM,0x10d1127c,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x2001f,XN:X13=0x20000,IMM:0x1f,"
SHL,0x10d11278,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0x20,DATA_SRC:IMM,IMM:0x4,"
SHL,0x10d11274,SCALAR,1,1,0.000000,"dtype:B64,XD:X13=0x20000,DATA_SRC:IMM,IMM:0x1,"
ZEROEXT,0x10d11270,SCALAR,1,1,0.000000,"dtype:U8,XD:X8=0x2,XN:X8=0x2,"
ADD_IMM,0x10d1126c,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x2,XN:X2=0,IMM:0x2,"
ADD,0x10d11260,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x200,XN:X11=0,XM:X8=0x200,"
MOV_XD_XN,0x10d1115c,SCALAR,1,1,0.000000,"dtype:S64,XD:X17=0x100f,XN:X6=0x100f,"
INSERT_XD,0x10d11244,SCALAR,1,1,0.000000,"XD:X12=0x107a1c,IMM:0x1,POSITION:0x2,EXT:0,"
MOVK,0x10d11240,SCALAR,1,1,0.000000,"XD:X4=0xffff0300,IMM:0xffff,UIMM:0x1,"
MOV_XD_XN,0x10d1123c,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x107a18,XN:X10=0x107a18,"
MOV_XD_IMM,0x10d11238,SCALAR,1,1,0.000000,"XD:X4=0x300,IMM:0x300,"
ADD,0x10d11230,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x107a18,XN:X1=0x107a08,XM:X4=0x10,"
SHL,0x10d1122c,SCALAR,1,1,0.000000,"dtype:B64,XD:X4=0x10,DATA_SRC:IMM,IMM:0x4,"
ZEROEXT,0x10d11228,SCALAR,1,1,0.000000,"dtype:U8,XD:X4=0x1,XN:X4=0x1,"
ADD_IMM,0x10d11224,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1,XN:X2=0,IMM:0x1,"
INSERT_XD,0x10d11208,SCALAR,1,1,0.000000,"XD:X10=0x107a0c,IMM:0x1,POSITION:0x2,EXT:0,"
MOVK,0x10d11204,SCALAR,1,1,0.000000,"XD:X5=0xffff0100,IMM:0xffff,UIMM:0x1,"
MOV_XD_XN,0x10d11200,SCALAR,1,1,0.000000,"dtype:S64,XD:X10=0x107a08,XN:X4=0x107a08,"
MOV_XD_IMM,0x10d11044,SCALAR,1,1,0.000000,"XD:X8=0,IMM:0,"
SFF,0x10d110c0,SCALAR,1,1,0.000000,"dtype:B64,XD:X8=0,XN:X0=0,"
