phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,171.85506876041248,171.85506876041248,0.0,170.95939342454372,0.0,0.0,0.5853849599996348,0.31029037586914787,0.0,0.0,171.8550687604125,1.0
decode,0.0,1666.9825490375015,1666.9825490375015,0.0,0.0,124.73308495872905,249.51048738800637,0.0,0.0,52.01240033069984,0.0,426.25597267743524,63.01538461538462
