lenpair,prefill,decode,npu,pim,comm
128x128,128,128,3.715011713843864,2.489015652000413,1.9238752960015941
128x1024,128,1024,17.881842785265324,15.822755816040434,12.653903477133055
1024x128,1024,128,3.3865636877454084,6.298679843000503,2.0804693810035215
1024x1024,1024,1024,17.538105454080885,19.690289599042103,12.841790274135612
