code,file,line,n_shapes,corr_vs_bytes_in,slope_in,intercept_in,corr_vs_bytes_out,slope_out,intercept_out,total_time_us
/root/TriForm/measurements/ascendc/mmad/mmad_custom_cube_only.h:70,,,8,-0.36315833144368936,-2.0637078475845752e-07,10.197420437408601,0.9649634047967632,0.0002906054719758804,2.615706227334553,72.44999999999999
/root/TriForm/measurements/ascendc/mmad/mmad_custom_cube_only.h:136,,,8,-0.3313328918741601,-4.483987363865783e-08,1.2279514640285167,0.9693748532275523,6.952361067896384e-05,-0.5608170216725357,7.84
