direction,alpha_us_per_byte,beta_us,R2,MAE_us,effective_bandwidth_GBps
copy_in,0.00019198868599762283,30.953419408109607,0.9972337925440653,24.11527948173271,5.208640263376676
copy_out,0.000360129082654844,2.054889205662019,0.9340663962244844,1.5892769262343323,2.776782126642138
