phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,171.85506876041248,171.85506876041248,0.0,170.95939342454372,0.0,0.0,0.5853849599996348,0.31029037586914787,0.0,0.0,171.8550687604125,1.0
decode,0.0,1832.7771465007224,1832.7771465007224,0.0,302.35020656665574,20.987614305340685,72.69285039993106,17.376954621938058,847.689250530856,9.173872442812158,61.98754195409756,1332.2582908216314,63.01538461538462
