Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,32,80,1,32,10,2304,0.812425,0.0014614998626708,0.054741,0.8686274998626708,0.382388,70.02258798901367,1142.488478325762,698.6731087562268,859.9847478305402,0.84375
Llama2-70B,32,80,1,32,10,2432,0.820949,0.0014614998626708,0.057381,0.8797914998626709,0.382388,70.91570798901368,1128.0998564153608,701.536593684163,854.5434535935402,0.84375
Llama2-70B,32,80,1,32,10,2560,0.826184,0.0014614998626708,0.060021,0.8876664998626709,0.382388,71.54570798901368,1118.1663058290587,702.6374999068288,850.4612772782195,0.84375
Llama2-70B,32,80,1,32,10,2688,0.834696,0.0014614998626708,0.062661,0.8988184998626708,0.382388,72.43786798901368,1104.394734700547,705.6992037463231,845.4565539385873,0.84375
Llama2-70B,32,80,1,32,10,2816,0.843213,0.0014614998626708,0.065301,0.9099754998626708,0.382388,73.33042798901367,1090.9523126196068,708.3629055175193,840.0758829827332,0.84375
Llama2-70B,32,80,1,32,10,2944,0.851737,0.0014614998626708,0.067941,0.9211394998626709,0.382388,74.22354798901368,1077.8250591286924,711.4261200474871,835.2650173087317,0.84375
Llama2-70B,32,80,1,32,10,3072,0.860261,0.0014614998626708,0.070581,0.9323034998626708,0.382388,75.11666798901369,1065.009965720265,714.2896049754236,830.3173164602646,0.84375
Llama2-70B,32,80,1,32,10,3200,0.87074,0.0014614998626708,0.073221,0.9454224998626708,0.382388,76.16618798901368,1050.334828513924,718.3702396714854,825.0111855105832,0.84375
Llama2-70B,32,80,1,32,10,3328,0.879252,0.0014614998626708,0.075861,0.9565744998626708,0.382388,77.05834798901368,1038.1743456452728,721.4362039665297,820.511302751122,0.84375
Llama2-70B,32,80,1,32,10,3456,0.887769,0.0014614998626708,0.078501,0.9677314998626708,0.382388,77.95090798901369,1026.286955006029,724.0956452821762,815.6351993392154,0.84375
Llama2-70B,32,80,1,32,10,3584,0.896293,0.0014614998626708,0.081141,0.9788954998626708,0.382388,78.84402798901368,1014.6615037368132,727.1631202676938,811.300679875547,0.84375
Llama2-70B,32,80,1,32,10,3712,0.904817,0.0014614998626708,0.083781,0.9900594998626708,0.382388,79.73714798901368,1003.2964812213064,730.0266051956303,806.8223797692023,0.84375
Llama2-70B,32,80,1,32,10,3840,0.910052,0.0014614998626708,0.086421,0.9979344998626708,0.382388,80.36714798901367,995.4316160495846,731.1197037567458,803.3823383243434,0.84375
Llama2-70B,32,80,1,32,10,3968,0.918564,0.0014614998626708,0.089061,1.009086499862671,0.382388,81.25930798901369,984.5026001306344,734.1892152577899,799.2793264898145,0.84375
Llama2-70B,32,80,1,32,10,4096,0.927081,0.0014614998626708,0.091701,1.0202434998626708,0.382388,82.15186798901368,973.8062196065772,736.8451093674366,794.8012194915397,0.84375
Llama2-7B,8,1,8,32,32,128,0.0189785,0.0042958331044514,0.00233,0.0256043331044514,0.0112625,0.9806011593424478,1019.7826001659638,94.92926743834911,156.31054126766662,1.0
Llama2-7B,8,1,8,32,32,256,0.0198345,0.0042958331044514,0.00277,0.0269003331044515,0.0112625,1.022073159342448,978.4035427007508,95.1688339145861,149.94207365100286,1.0
Llama2-7B,8,1,8,32,32,384,0.020696,0.0042958331044514,0.00321,0.0282018331044515,0.0112625,1.0637211593424478,940.0959934069208,95.40845372767522,144.06233953371918,1.0
Llama2-7B,8,1,8,32,32,512,0.021547,0.0042958331044514,0.00365,0.0294928331044515,0.0112625,1.1050331593424478,904.9502194079424,95.64797921899216,138.7199772865598,1.0
Llama2-7B,8,1,8,32,32,640,0.0224025,0.0042958331044514,0.00409,0.0307883331044514,0.0112625,1.1464891593424478,872.2280466860545,95.88757138649716,133.75679526070914,1.0
Llama2-7B,8,1,8,32,32,768,0.0232585,0.0042958331044514,0.00453,0.0320843331044515,0.0112625,1.187961159342448,841.7783629841173,96.12713786273416,129.1559239938277,1.0
Llama2-7B,8,1,8,32,32,896,0.02412,0.0042958331044514,0.00497,0.0333858331044515,0.0112625,1.229609159342448,813.2665509215669,96.36675767582328,124.85328264384238,1.0
Llama2-7B,8,1,8,32,32,1024,0.024971,0.0042958331044514,0.00541,0.0346768331044515,0.0112625,1.270921159342448,786.8308688143821,96.60628316714016,120.89809574999524,1.0
Llama2-7B,8,1,8,32,32,1152,0.0265885,0.0042958331044514,0.00585,0.0367343331044515,0.0112625,1.3367611593424478,748.0767921861969,97.45595402145352,114.5419472016256,1.0
Llama2-7B,8,1,8,32,32,1280,0.0274445,0.0042958331044514,0.00629,0.0380303331044515,0.0112625,1.378233159342448,725.5666381420527,97.69552049769052,111.242143801229,1.0
Llama2-7B,8,1,8,32,32,1408,0.028306,0.0042958331044514,0.00673,0.0393318331044515,0.0112625,1.419881159342448,704.2842940905728,97.9351403107796,108.12100384059434,1.0
Llama2-7B,8,1,8,32,32,1536,0.029157,0.0042958331044514,0.00717,0.0406228331044515,0.0112625,1.461193159342448,684.3722156829768,98.17466580209654,105.22201551310204,1.0
Llama2-7B,8,1,8,32,32,1664,0.0300125,0.0042958331044514,0.00761,0.0419183331044515,0.0112625,1.5026491593424478,665.4913382692706,98.41425796960156,102.47215532028486,1.0
Llama2-7B,8,1,8,32,32,1792,0.0308685,0.0042958331044514,0.00805,0.0432143331044515,0.0112625,1.5441211593424478,647.6175745340103,98.65382444583857,99.87307494476424,1.0
Llama2-7B,8,1,8,32,32,1920,0.03173,0.0042958331044514,0.00849,0.0445158331044514,0.0112625,1.5857691593424477,630.6088084186594,98.89344425892766,97.39741988942605,1.0
Llama2-7B,8,1,8,32,32,2048,0.032581,0.0042958331044514,0.00893,0.0458068331044514,0.0112625,1.6270811593424477,614.5974921153472,99.1329697502446,95.08318666385756,1.0
Llama2-7B,8,1,8,32,32,2176,0.0341625,0.0042958331044514,0.00937,0.0478283331044514,0.0112625,1.6917691593424475,591.0971922367219,99.9209509978662,91.40226033467457,1.0
Llama2-7B,8,1,8,32,32,2304,0.0350185,0.0042958331044514,0.00981,0.0491243331044514,0.0112625,1.7332411593424475,576.9537577675442,100.16051747410322,89.38178879922688,1.0
Llama2-7B,8,1,8,32,32,2432,0.03588,0.0042958331044514,0.0102499999999999,0.0504258331044514,0.0112625,1.7748891593424476,563.415464417212,100.4001372871923,87.44437821139243,1.0
Llama2-7B,8,1,8,32,32,2560,0.036731,0.0042958331044514,0.0106899999999999,0.0517168331044514,0.0112625,1.816201159342448,550.5998027013969,100.63966277850923,85.62221180551616,1.0
Llama2-7B,8,1,8,32,32,2688,0.0375865,0.0042958331044514,0.01113,0.0530123331044515,0.0112625,1.857657159342448,538.3124625396263,100.8792549460142,83.87257970449355,1.0
Llama2-7B,8,1,8,32,32,2816,0.0384425,0.0042958331044514,0.01157,0.0543083331044514,0.0112625,1.8991291593424475,526.5571301881537,101.11882142225129,82.19973127255908,1.0
Llama2-7B,8,1,8,32,32,2944,0.039304,0.0042958331044514,0.01201,0.0556098331044514,0.0112625,1.940777159342448,515.2575066056572,101.35844123534038,80.5885225067267,1.0
Llama2-7B,8,1,8,32,32,3072,0.040155,0.0042958331044514,0.01245,0.0569008331044515,0.0112625,1.982089159342448,504.5181722964203,101.59796672665728,79.0670267764423,1.0
Llama2-7B,8,1,8,32,32,3200,0.0417365,0.0042958331044514,0.0128899999999999,0.0589223331044514,0.0112625,2.046777159342448,488.57297211644783,102.38594797427892,76.66097718295057,1.0
Llama2-7B,8,1,8,32,32,3328,0.0425925,0.0042958331044514,0.0133299999999999,0.0602183331044514,0.0112625,2.0882491593424475,478.8700598902107,102.62551445051592,75.296057441536,1.0
Llama2-7B,8,1,8,32,32,3456,0.043454,0.0042958331044514,0.01377,0.0615198331044515,0.0112625,2.129897159342448,469.5062367747018,102.86513426360504,73.97559363321345,1.0
Llama2-7B,8,1,8,32,32,3584,0.044305,0.0042958331044514,0.01421,0.0628108331044514,0.0112625,2.1712091593424474,460.5728543918131,103.10465975492195,72.72363429277307,1.0
Llama2-7B,8,1,8,32,32,3712,0.0451605,0.0042958331044514,0.01465,0.0641063331044514,0.0112625,2.212665159342448,451.94366430805854,103.34425192242696,71.51178292038048,1.0
Llama2-7B,8,1,8,32,32,3840,0.0460165,0.0042958331044514,0.01509,0.0654023331044515,0.0112625,2.254137159342448,443.6287276732127,103.58381839866396,70.34420968474893,1.0
Llama2-7B,8,1,8,32,32,3968,0.046878,0.0042958331044514,0.0155299999999999,0.0667038331044515,0.0112625,2.295785159342448,435.58082773146646,103.82343821175306,69.21119595796074,1.0
Llama2-7B,8,1,8,32,32,4096,0.047729,0.0042958331044514,0.0159699999999999,0.0679948331044515,0.0112625,2.337097159342448,427.8812269325398,104.06296370306998,68.13399852753956,1.0
Llama2-7B,8,2,4,32,32,128,0.024955,0.0040872168477376,0.00233,0.0313722168477376,0.0186065,1.172517439127604,1705.7315595135824,80.20885451277351,200.88372699051664,1.0
Llama2-7B,8,2,4,32,32,256,0.025811,0.0040872168477376,0.00277,0.0326682168477376,0.0186065,1.213989439127604,1647.4607896401783,80.44582625304686,194.7954027668601,1.0
Llama2-7B,8,2,4,32,32,384,0.0266725,0.0040872168477376,0.00321,0.0339697168477376,0.0186065,1.255637439127604,1592.8164752634063,80.6828513301723,189.0590761321874,1.0
Llama2-7B,8,2,4,32,32,512,0.0275235,0.0040872168477376,0.00365,0.0352607168477376,0.0186065,1.296949439127604,1542.0801610780638,80.91978208552558,183.7515715786636,1.0
Llama2-7B,8,2,4,32,32,640,0.028379,0.0040872168477376,0.00409,0.0365562168477376,0.0186065,1.338405439127604,1494.3155052505126,81.15677951706691,178.73423023421134,1.0
Llama2-7B,8,2,4,32,32,768,0.029235,0.0040872168477376,0.00453,0.0378522168477376,0.0186065,1.379877439127604,1449.4040871227332,81.39375125734028,174.0075065361302,1.0
Llama2-7B,8,2,4,32,32,896,0.0300965,0.0040872168477376,0.00497,0.0391537168477376,0.0186065,1.4215254391276042,1406.9392955974167,81.63077633446574,169.51883178788594,1.0
Llama2-7B,8,2,4,32,32,1024,0.0309475,0.0040872168477376,0.00541,0.0404447168477376,0.0186065,1.462837439127604,1367.2059153700257,81.86770708981899,165.33586535628686,1.0
Llama2-7B,8,2,4,32,32,1152,0.032565,0.0040872168477376,0.00585,0.0425022168477376,0.0186065,1.528677439127604,1308.320479395165,82.71478320816867,158.7493920009379,1.0
Llama2-7B,8,2,4,32,32,1280,0.033421,0.0040872168477376,0.00629,0.0437982168477376,0.0186065,1.570149439127604,1273.7641081547158,82.95175494844199,155.1265576816261,1.0
Llama2-7B,8,2,4,32,32,1408,0.0342825,0.0040872168477376,0.00673,0.0450997168477376,0.0186065,1.611797439127604,1240.850712036441,83.18878002556745,151.6604317537509,1.0
Llama2-7B,8,2,4,32,32,1536,0.0351335,0.0040872168477376,0.00717,0.0463907168477376,0.0186065,1.653109439127604,1209.8412559155556,83.42571078092075,148.40841145367088,1.0
Llama2-7B,8,2,4,32,32,1664,0.035989,0.0040872168477376,0.00761,0.0476862168477376,0.0186065,1.694565439127604,1180.243591554446,83.66270821246209,145.29215213756643,1.0
Llama2-7B,8,2,4,32,32,1792,0.036845,0.0040872168477376,0.00805,0.0489822168477376,0.0186065,1.736037439127604,1152.0488872665342,83.89967995273544,142.31863202730256,1.0
Llama2-7B,8,2,4,32,32,1920,0.0377065,0.0040872168477376,0.00849,0.0502837168477376,0.0186065,1.7776854391276038,1125.0584360872622,84.13670502986089,139.45988262942217,1.0
Llama2-7B,8,2,4,32,32,2048,0.0385575,0.0040872168477376,0.00893,0.0515747168477376,0.0186065,1.818997439127604,1099.506770586332,84.37363578521413,136.76592716270204,1.0
Llama2-7B,8,2,4,32,32,2176,0.041947,0.0040872168477376,0.00937,0.0554042168477376,0.0186065,1.941541439127604,1030.1093552237874,86.31828982923508,128.61213231761965,1.0
Llama2-7B,8,2,4,32,32,2304,0.042803,0.0040872168477376,0.00981,0.0567002168477376,0.0186065,1.983013439127604,1008.566034166601,86.55526156950845,126.38609088368284,1.0
Llama2-7B,8,2,4,32,32,2432,0.0436645,0.0040872168477376,0.0102499999999999,0.0580017168477376,0.0186065,2.024661439127604,987.81947507321,86.79228664663387,124.2317652879254,1.0
Llama2-7B,8,2,4,32,32,2560,0.0445155,0.0040872168477376,0.0106899999999999,0.0592927168477376,0.0186065,2.065973439127604,968.0666566771242,87.02921740198717,122.18948652995466,1.0
Llama2-7B,8,2,4,32,32,2688,0.045371,0.0040872168477376,0.01113,0.0605882168477376,0.0186065,2.1074294391276043,949.0234704265704,87.2662148335285,120.2119950429907,1.0
Llama2-7B,8,2,4,32,32,2816,0.046227,0.0040872168477376,0.01157,0.0618842168477376,0.0186065,2.148901439127604,930.7081114022365,87.50318657380187,118.30638286851013,1.0
Llama2-7B,8,2,4,32,32,2944,0.0470885,0.0040872168477376,0.01201,0.0631857168477376,0.0186065,2.1905494391276044,913.0129474715296,87.7402116509273,116.4565282007912,1.0
Llama2-7B,8,2,4,32,32,3072,0.0479395,0.0040872168477376,0.01245,0.0644767168477376,0.0186065,2.2318614391276044,896.112977686359,87.97714240628059,114.6981382866433,1.0
Llama2-7B,8,2,4,32,32,3200,0.049521,0.0040872168477376,0.0128899999999999,0.0664982168477376,0.0186065,2.296549439127604,870.8717373660132,88.76252891793855,112.02637380850872,1.0
Llama2-7B,8,2,4,32,32,3328,0.050377,0.0040872168477376,0.0133299999999999,0.0677942168477376,0.0186065,2.338021439127604,855.424149038714,88.99950065821194,110.41683290267872,1.0
Llama2-7B,8,2,4,32,32,3456,0.0512385,0.0040872168477376,0.01377,0.0690957168477376,0.0186065,2.3796694391276043,840.4528658960328,89.23652573533737,108.8494561405698,1.0
Llama2-7B,8,2,4,32,32,3584,0.0520895,0.0040872168477376,0.01421,0.0703867168477376,0.0186065,2.420981439127604,826.1112488002784,89.47345649069064,107.3554369050992,1.0
Llama2-7B,8,2,4,32,32,3712,0.052945,0.0040872168477376,0.01465,0.0716822168477376,0.0186065,2.462437439127604,812.2033754930899,89.71045392223199,105.90052639795071,1.0
Llama2-7B,8,2,4,32,32,3840,0.053801,0.0040872168477376,0.01509,0.0729782168477376,0.0186065,2.503909439127604,798.7509327401341,89.94742566250535,104.49088500040118,1.0
Llama2-7B,8,2,4,32,32,3968,0.0546625,0.0040872168477376,0.0155299999999999,0.0742797168477376,0.0186065,2.545557439127604,785.6825264510339,90.1844507396308,103.11508202564694,1.0
Llama2-7B,8,2,4,32,32,4096,0.0555135,0.0040872168477376,0.0159699999999999,0.0755707168477376,0.0186065,2.586869439127604,773.1352691206866,90.42138149498408,101.8011176279014,1.0
Llama2-7B,8,4,2,32,32,128,0.03595,0.0038090618387858,0.00233,0.0420890618387858,0.0332945,1.5301444788411458,2614.132230852735,70.41190616209398,244.8258211477537,1.0
Llama2-7B,8,4,2,32,32,256,0.036806,0.0038090618387858,0.00277,0.0433850618387858,0.0332945,1.5716164788411455,2545.150202897757,70.6475805343855,239.9322818779054,1.0
Llama2-7B,8,4,2,32,32,384,0.0376675,0.0038090618387858,0.00321,0.0446865618387858,0.0332945,1.6132644788411457,2479.4446617167914,70.8833082435291,235.2270134848648,1.0
Llama2-7B,8,4,2,32,32,512,0.0385185,0.0038090618387858,0.00365,0.0459775618387858,0.0332945,1.6545764788411457,2417.5370864703536,71.1189416309006,230.7947532708328,1.0
Llama2-7B,8,4,2,32,32,640,0.039374,0.0038090618387858,0.00409,0.0472730618387858,0.0332945,1.6960324788411458,2358.4454011948487,71.35464169446008,226.528425148766,1.0
Llama2-7B,8,4,2,32,32,768,0.04023,0.0038090618387858,0.00453,0.0485690618387858,0.0332945,1.7375044788411458,2302.152339007413,71.5903160667516,222.4407036625392,1.0
Llama2-7B,8,4,2,32,32,896,0.0410915,0.0038090618387858,0.00497,0.0498705618387858,0.0332945,1.779152478841146,2248.2614883044803,71.82604377589527,218.49422561811824,1.0
Llama2-7B,8,4,2,32,32,1024,0.0419425,0.0038090618387858,0.00541,0.0511615618387858,0.0332945,1.8204644788411457,2197.241443868371,72.06167716326667,214.7632984540344,1.0
Llama2-7B,8,4,2,32,32,1152,0.045368,0.0038090618387858,0.00585,0.0550270618387858,0.0332945,1.9441604788411453,2057.443325040882,74.06672344599747,204.0720426456904,1.0
Llama2-7B,8,4,2,32,32,1280,0.046224,0.0038090618387858,0.00629,0.0563230618387858,0.0332945,1.985632478841146,2014.471480812239,74.30239781828898,200.9302467827562,1.0
Llama2-7B,8,4,2,32,32,1408,0.0470855,0.0038090618387858,0.00673,0.0576245618387858,0.0332945,2.027280478841146,1973.0866260235089,74.53812552743258,197.87972286434413,1.0
Llama2-7B,8,4,2,32,32,1536,0.0479365,0.0038090618387858,0.00717,0.0589155618387858,0.0332945,2.068592478841146,1933.681979855624,74.77375891480409,194.9812744850064,1.0
Llama2-7B,8,4,2,32,32,1664,0.048792,0.0038090618387858,0.00761,0.0602110618387858,0.0332945,2.1100484788411458,1895.6910422251672,75.00945897836357,192.1663873646386,1.0
Llama2-7B,8,4,2,32,32,1792,0.049648,0.0038090618387858,0.00805,0.0615070618387858,0.0332945,2.151520478841145,1859.150326170488,75.24513335065508,189.4465369970974,1.0
Llama2-7B,8,4,2,32,32,1920,0.0505095,0.0038090618387858,0.00849,0.0628085618387858,0.0332945,2.1931684788411454,1823.8452898582475,75.48086105979871,186.7986741598084,1.0
Llama2-7B,8,4,2,32,32,2048,0.0513605,0.0038090618387858,0.00893,0.0640995618387858,0.0332945,2.234480478841146,1790.1252832043062,75.71649444717019,184.2770573864404,1.0
Llama2-7B,8,4,2,32,32,2176,0.05475,0.0038090618387858,0.00937,0.0679290618387858,0.0332945,2.3570244788411454,1697.0549249308772,77.65985112320925,177.3055961717107,1.0
Llama2-7B,8,4,2,32,32,2304,0.055606,0.0038090618387858,0.00981,0.0692250618387858,0.0332945,2.3984964788411456,1667.7114330943837,77.89552549550076,175.10593617483005,1.0
Llama2-7B,8,4,2,32,32,2432,0.0564675,0.0038090618387858,0.0102499999999999,0.0705265618387858,0.0332945,2.440144478841145,1639.2471981411727,78.1312532046444,172.9562429819021,1.0
Llama2-7B,8,4,2,32,32,2560,0.0573185,0.0038090618387858,0.0106899999999999,0.0718175618387858,0.0332945,2.481456478841145,1611.9565400832753,78.36688659201587,170.90225361797653,1.0
Llama2-7B,8,4,2,32,32,2688,0.058174,0.0038090618387858,0.01113,0.0731130618387858,0.0332945,2.522912478841145,1585.4691883078435,78.60258665557538,168.89544009260018,1.0
Llama2-7B,8,4,2,32,32,2816,0.05903,0.0038090618387858,0.01157,0.0744090618387858,0.0332945,2.5643844788411454,1559.8285019287025,78.83826102786689,166.94532658789373,1.0
Llama2-7B,8,4,2,32,32,2944,0.0598915,0.0038090618387858,0.01201,0.0757105618387858,0.0332945,2.6060324788411453,1534.900287113354,79.07398873701055,165.0359164844146,1.0
Llama2-7B,8,4,2,32,32,3072,0.0607425,0.0038090618387858,0.01245,0.0770015618387858,0.0332945,2.6473444788411458,1510.9480583165243,79.30962212438196,163.20867210845364,1.0
Llama2-7B,8,4,2,32,32,3200,0.064132,0.0038090618387858,0.0128899999999999,0.0808310618387858,0.0332945,2.7698884788411453,1444.1014613243576,81.25297880042105,158.37058488824047,1.0
Llama2-7B,8,4,2,32,32,3328,0.064988,0.0038090618387858,0.0133299999999999,0.0821270618387858,0.0332945,2.811360478841145,1422.7986877189142,81.48865317271263,156.73788463391818,1.0
Llama2-7B,8,4,2,32,32,3456,0.0658495,0.0038090618387858,0.01377,0.0834285618387858,0.0332945,2.853008478841146,1402.028781079805,81.72438088185622,155.13477870343775,1.0
Llama2-7B,8,4,2,32,32,3584,0.0667005,0.0038090618387858,0.01421,0.0847195618387858,0.0332945,2.8943204788411454,1382.0169636506723,81.9600142692277,153.5970762386108,1.0
Llama2-7B,8,4,2,32,32,3712,0.067556,0.0038090618387858,0.01465,0.0860150618387858,0.0332945,2.9357764788411456,1362.5015490208373,82.19571433278719,152.08810899991704,1.0
Llama2-7B,8,4,2,32,32,3840,0.068412,0.0038090618387858,0.01509,0.0873110618387858,0.0332945,2.9772484788411457,1343.522392715084,82.43138870507872,150.6157339083032,1.0
Llama2-7B,8,4,2,32,32,3968,0.0692735,0.0038090618387858,0.0155299999999999,0.0886125618387858,0.0332945,3.0188964788411456,1324.987467452169,82.66711641422235,149.16800149808796,1.0
Llama2-7B,8,4,2,32,32,4096,0.0701245,0.0038090618387858,0.0159699999999999,0.0899035618387858,0.0332945,3.0602084788411457,1307.100489282593,82.9027498015938,147.77779128834035,1.0
Llama2-7B,8,8,1,32,32,128,0.05904,0.0032527518208821,0.00233,0.0646227518208821,0.0623185,2.280246558268229,3508.392533689748,66.78220071938014,282.7837090082154,1.0
Llama2-7B,8,8,1,32,32,256,0.059896,0.0032527518208821,0.00277,0.0659187518208821,0.0623185,2.3217185582682287,3445.7234153166287,67.01722640768072,279.7232970802757,1.0
Llama2-7B,8,8,1,32,32,384,0.0607575,0.0032527518208821,0.00321,0.0672202518208821,0.0623185,2.363366558268229,3385.0017772368105,66.96502960324653,275.5422359513087,1.0
Llama2-7B,8,8,1,32,32,512,0.0616085,0.0032527518208821,0.00365,0.0685112518208821,0.0623185,2.404678558268229,3326.8479782850222,67.487290136214,273.85543446202223,1.0
Llama2-7B,8,8,1,32,32,640,0.064272,0.0032527518208821,0.00409,0.0716147518208821,0.0623185,2.503990558268229,3194.9002257951147,68.88160904814555,267.93008249372014,1.0
Llama2-7B,8,8,1,32,32,768,0.065128,0.0032527518208821,0.00453,0.0729107518208821,0.0623185,2.545462558268229,3142.847249516288,69.11663473644613,265.31075242770453,1.0
Llama2-7B,8,8,1,32,32,896,0.0659895,0.0032527518208821,0.00497,0.0742122518208821,0.0623185,2.587110558268229,3092.2528511325286,69.06609628771129,261.6556281215621,1.0
Llama2-7B,8,8,1,32,32,1024,0.0668405,0.0032527518208821,0.00541,0.0755032518208821,0.0623185,2.628422558268229,3043.6506393670984,69.58669846497939,260.27146140805127,1.0
Llama2-7B,8,8,1,32,32,1152,0.070266,0.0032527518208821,0.00585,0.0793687518208821,0.0623185,2.752118558268229,2906.851514795933,71.59109606371922,254.7145705736746,1.0
Llama2-7B,8,8,1,32,32,1280,0.071122,0.0032527518208821,0.00629,0.0806647518208821,0.0623185,2.793590558268229,2863.6981093461554,71.82612175201987,252.4750490425602,1.0
Llama2-7B,8,8,1,32,32,1408,0.0719835,0.0032527518208821,0.00673,0.0819662518208821,0.0623185,2.8352385582682293,2821.632055147564,71.77558330328498,249.27790154439907,1.0
Llama2-7B,8,8,1,32,32,1536,0.0728345,0.0032527518208821,0.00717,0.0832572518208821,0.0623185,2.876550558268229,2781.108775232598,72.29618548055309,248.1522680891374,1.0
Llama2-7B,8,8,1,32,32,1664,0.075498,0.0032527518208821,0.00761,0.0863607518208821,0.0623185,2.975862558268229,2688.2961976091774,73.69050439248463,244.0147566574103,1.0
Llama2-7B,8,8,1,32,32,1792,0.076354,0.0032527518208821,0.00805,0.0876567518208821,0.0623185,3.0173345582682294,2651.346692092217,73.92553008078528,242.0486486653785,1.0
Llama2-7B,8,8,1,32,32,1920,0.0772155,0.0032527518208821,0.00849,0.0889582518208821,0.0623185,3.0589825582682293,2615.2486480763105,73.87499163205038,239.18446306781152,1.0
Llama2-7B,8,8,1,32,32,2048,0.0780665,0.0032527518208821,0.00893,0.0902492518208821,0.0623185,3.1002945582682293,2580.399974790996,74.3955938093185,238.24429751980207,1.0
Llama2-7B,8,8,1,32,32,2176,0.081456,0.0032527518208821,0.00937,0.0940787518208821,0.0623185,3.2228385582682293,2482.2838176227933,76.33830180136667,234.29305944732943,1.0
Llama2-7B,8,8,1,32,32,2304,0.082312,0.0032527518208821,0.00981,0.0953747518208821,0.0623185,3.264310558268229,2450.7472120680004,76.57332748966728,232.57036486073503,1.0
Llama2-7B,8,8,1,32,32,2432,0.0831735,0.0032527518208821,0.0102499999999999,0.0966762518208821,0.0623185,3.305958558268229,2419.873044080343,76.52278904093242,230.00952539250008,1.0
Llama2-7B,8,8,1,32,32,2560,0.0840245,0.0032527518208821,0.0106899999999999,0.0979672518208821,0.0623185,3.3472705582682294,2390.006980534894,77.04339121820053,229.2289487536389,1.0
Llama2-7B,8,8,1,32,32,2688,0.086688,0.0032527518208821,0.01113,0.1010707518208821,0.0623185,3.446582558268229,2321.139814512286,78.43771013013206,226.2069436661709,1.0
Llama2-7B,8,8,1,32,32,2816,0.087544,0.0032527518208821,0.01157,0.1023667518208821,0.0623185,3.488054558268229,2293.5421067415555,78.6727358184327,224.66627015681465,1.0
Llama2-7B,8,8,1,32,32,2944,0.0884055,0.0032527518208821,0.01201,0.1036682518208821,0.0623185,3.529702558268229,2266.479927964532,78.62219736969782,222.3340102417209,1.0
Llama2-7B,8,8,1,32,32,3072,0.0892565,0.0032527518208821,0.01245,0.1049592518208821,0.0623185,3.5710145582682293,2240.25969915945,79.14279954696596,221.67236993094605,1.0
Llama2-7B,8,8,1,32,32,3200,0.092646,0.0032527518208821,0.0128899999999999,0.1087887518208821,0.0623185,3.693558558268229,2165.932900154397,81.0855075390141,218.8046638252437,1.0
Llama2-7B,8,8,1,32,32,3328,0.093502,0.0032527518208821,0.0133299999999999,0.1100847518208821,0.0623185,3.735030558268229,2141.883413052784,81.32053322731473,217.4299299141053,1.0
Llama2-7B,8,8,1,32,32,3456,0.0943635,0.0032527518208821,0.01377,0.1113862518208821,0.0623185,3.776678558268229,2118.263409652832,81.26999477857986,215.3109909514268,1.0
Llama2-7B,8,8,1,32,32,3584,0.0952145,0.0032527518208821,0.01421,0.1126772518208821,0.0623185,3.817990558268229,2095.343054915425,81.79059695584796,214.75352219422456,1.0
Llama2-7B,8,8,1,32,32,3712,0.097878,0.0032527518208821,0.01465,0.1157807518208821,0.0623185,3.917302558268229,2042.2216259794493,83.18491586777947,212.47092264804016,1.0
Llama2-7B,8,8,1,32,32,3840,0.098734,0.0032527518208821,0.01509,0.1170767518208821,0.0623185,3.958774558268229,2020.8273753026265,83.4199415560801,211.2239490856243,1.0
Llama2-7B,8,8,1,32,32,3968,0.0995955,0.0032527518208821,0.0155299999999999,0.1183782518208821,0.0623185,4.000422558268229,1999.788743182964,83.36940310734524,209.27000493833867,1.0
Llama2-7B,8,8,1,32,32,4096,0.1004465,0.0032527518208821,0.0159699999999999,0.1196692518208821,0.0623185,4.041734558268229,1979.348194362318,83.89000528461335,208.79275356685736,1.0
Llama2-7B,8,32,1,32,8,128,0.2127925,0.00032238887363,0.00932,0.22243488887363,0.237748,7.505664443956163,4263.446659378382,61.51530242170184,289.0858579212229,1.0
Llama2-7B,8,32,1,32,8,256,0.2179765,0.00032238887363,0.01108,0.2293788888736301,0.237748,7.727872443956163,4140.855097191291,62.0335262881397,284.58813811644706,1.0
Llama2-7B,8,32,1,32,8,384,0.2231605,0.00032238887363,0.01284,0.2363228888736301,0.237748,7.950080443956163,4025.116503610621,62.551750154577576,280.29938163150547,1.0
Llama2-7B,8,32,1,32,8,512,0.2283445,0.00032238887363,0.0146,0.2432668888736301,0.237748,8.172288443956164,3915.6718732395793,63.069974021015454,276.2053564724153,1.0
Llama2-7B,8,32,1,32,8,640,0.2335285,0.00032238887363,0.01636,0.2502108888736301,0.237748,8.394496443956163,3812.021389685529,63.58819788745331,272.2930943651559,1.0
Llama2-7B,8,32,1,32,8,768,0.2387125,0.00032238887363,0.01812,0.2571548888736301,0.237748,8.616704443956163,3713.716793715154,64.10642175389118,268.55075353779625,1.0
Llama2-7B,8,32,1,32,8,896,0.2438965,0.00032238887363,0.01988,0.2640988888736301,0.237748,8.838912443956163,3620.354902585423,64.62464562032905,264.96749900194993,1.0
