phase,t_start,t_end,makespan,IDLE,NPU_only,PIM_only,COMM_only,NPU+PIM,NPU+COMM,PIM+COMM,NPU+PIM+COMM,ACTIVE_any,decode_multiplier
prefill,0.0,171.82821138431385,171.82821138431385,0.0,171.51773790297594,0.0,0.0,0.00018310546875,0.31029037586914787,0.0,0.0,171.82821138431385,1.0
decode,0.0,800.279774699175,800.279774699175,0.0,23.39753344717185,40.848829622158355,13.690527562481854,128.50347710488043,80.08155436450616,116.70236323373572,414.62851057211657,817.8527959070509,63.01538461538462
