phase,node_id,op,device,device_type,mode,start,end,duration
decode,L9_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299039,0.421299069,3.00E-08
decode,L9_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299009,0.421299039,3.00E-08
decode,L9_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299039,0.421299069,3.00E-08
decode,L10_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299069,0.421299099,3.00E-08
decode,L10_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299099,0.421299129,3.00E-08
decode,L10_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299069,0.421299099,3.00E-08
decode,L10_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299099,0.421299129,3.00E-08
decode,L11_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299129,0.421299159,3.00E-08
decode,L11_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299159,0.421299189,3.00E-08
decode,L11_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299129,0.421299159,3.00E-08
decode,L11_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299159,0.421299189,3.00E-08
decode,L12_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299189,0.421299219,3.00E-08
decode,L12_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299219,0.421299249,3.00E-08
decode,L12_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299189,0.421299219,3.00E-08
decode,L12_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299219,0.421299249,3.00E-08
decode,L13_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299249,0.421299279,3.00E-08
decode,L13_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299279,0.421299309,3.00E-08
decode,L13_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299249,0.421299279,3.00E-08
decode,L13_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299279,0.421299309,3.00E-08
decode,L14_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299309,0.421299339,3.00E-08
decode,L14_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299339,0.421299369,3.00E-08
decode,L14_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299309,0.421299339,3.00E-08
decode,L14_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299339,0.421299369,3.00E-08
decode,L15_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299369,0.421299399,3.00E-08
decode,L15_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299399,0.421299429,3.00E-08
decode,L15_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299369,0.421299399,3.00E-08
decode,L15_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299399,0.421299429,3.00E-08
decode,L16_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299429,0.421299459,3.00E-08
decode,L16_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299459,0.421299489,3.00E-08
decode,L16_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299429,0.421299459,3.00E-08
decode,L16_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299459,0.421299489,3.00E-08
decode,L17_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299489,0.421299519,3.00E-08
decode,L17_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299519,0.421299549,3.00E-08
decode,L17_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299489,0.421299519,3.00E-08
decode,L17_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299519,0.421299549,3.00E-08
decode,L18_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299549,0.421299579,3.00E-08
decode,L18_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299579,0.421299609,3.00E-08
decode,L18_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299549,0.421299579,3.00E-08
decode,L18_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299579,0.421299609,3.00E-08
decode,L19_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299609,0.421299639,3.00E-08
decode,L19_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299639,0.421299669,3.00E-08
decode,L19_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299609,0.421299639,3.00E-08
decode,L19_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299639,0.421299669,3.00E-08
decode,L20_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299669,0.421299699,3.00E-08
decode,L20_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299699,0.421299729,3.00E-08
decode,L20_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299669,0.421299699,3.00E-08
decode,L20_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299699,0.421299729,3.00E-08
decode,L21_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299729,0.421299759,3.00E-08
decode,L21_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299759,0.421299789,3.00E-08
decode,L21_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299729,0.421299759,3.00E-08
decode,L21_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299759,0.421299789,3.00E-08
decode,L22_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299789,0.421299819,3.00E-08
