phase,node_id,op,device,device_type,mode,start,end,duration
decode,L27_SwiGLU_s1,SwiGLU,PIM0,pim,NAIVE,0.863372471,0.863382531,1.01E-05
decode,L27_FFN_W2_s0,FFN_W2,PIM1,pim,NAIVE,0.863380218,0.863461418,8.12E-05
decode,L27_FFN_W2_s1,FFN_W2,PIM0,pim,NAIVE,0.863382531,0.863463731,8.12E-05
decode,L27_AllReduce_FFN,ALLREDUCE,COMM,comm,COMM,0.863463731,0.863464516,7.84E-07
decode,L27_Add2,Add,PIM0,pim,NAIVE,0.863464516,0.863464576,6.00E-08
decode,L0_LN,LN,PIM1,pim,FIXED_PLAN,0.863464516,0.863487596,2.31E-05
decode,L0_Q_s0,Q,PIM0,pim,FIXED_PLAN,0.86348839,0.86351035,2.20E-05
decode,L0_K_s0,K,PIM0,pim,FIXED_PLAN,0.86351035,0.86352435,1.40E-05
decode,L0_V_s0,V,PIM0,pim,FIXED_PLAN,0.86352435,0.86353835,1.40E-05
decode,L0_Q_s1,Q,PIM1,pim,FIXED_PLAN,0.863487596,0.863509556,2.20E-05
decode,L0_K_s1,K,PIM1,pim,FIXED_PLAN,0.863509556,0.863523556,1.40E-05
decode,L0_V_s1,V,PIM1,pim,FIXED_PLAN,0.863523556,0.863537556,1.40E-05
decode,L0_K_write_s0,K_write,PIM0,pim,FIXED_PLAN,0.86353835,0.86353838,3.00E-08
decode,L0_QK_s0,QK,PIM0,pim,FIXED_PLAN,0.86353838,0.86403678,0.0004984
decode,L0_V_write_s0,V_write,PIM0,pim,FIXED_PLAN,0.86403678,0.86403681,3.00E-08
decode,L0_K_write_s1,K_write,PIM1,pim,FIXED_PLAN,0.863537556,0.863537586,3.00E-08
decode,L0_QK_s1,QK,PIM1,pim,FIXED_PLAN,0.863537586,0.864035986,0.0004984
decode,L0_V_write_s1,V_write,PIM1,pim,FIXED_PLAN,0.864035986,0.864036016,3.00E-08
decode,L0_Softmax_s0,Softmax,PIM0,pim,FIXED_PLAN,0.86403681,0.86414065,0.00010384
decode,L0_Softmax_s1,Softmax,PIM1,pim,FIXED_PLAN,0.864036016,0.864139856,0.00010384
decode,L0_SV_s0,SV,PIM0,pim,FIXED_PLAN,0.86414065,0.86487433,0.00073368
decode,L0_SV_s1,SV,PIM1,pim,FIXED_PLAN,0.864139856,0.864873536,0.00073368
