schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments
attacc_prefill-262xdecode_403_ops_trace.csv,4096,2,12,0.2,0.4323074859619067,6.36268080153164,6.794988287493547,0.5552617462944455,6.091182089531458,6.646443835825903,-0.12295426033253876,0.2714987120001826,0.14854445166764396,6.794398165893545,0.07564675200000001,0.0008371199966611415,0.0,0.0005901216000000001,0.4005126953124927,0.0,0.4005126953124927,0.4005126953124927,0.0,0.0,0.0,0.0,0.0,5.089600000000001e-05,0
