schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments,merge_csv,prefix_combo,prefill_len,meta_decode_stride,schedule_csv,debug_txt
facil_prefill-262xdecode_262_ops_trace.csv,4096,2,12,0.2,0.4482425628662036,1.906396209084932,2.3546387719511355,0.5552617462944455,2.0013489084312712,2.556610654725717,-0.1070191834282418,-0.0949526993463392,-0.2019718827745813,2.043034908676141,0.6924972808749952,0.0043110254052728,0.0,0.0003245664,0.4005126953124927,0.3112792968749952,0.7117919921874879,0.4005126953124927,0.0,0.0,0.0,0.3112792968749952,0.0,2.816320000000008e-05,0,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/facil_262x262.merge.csv,facil_262x262,262,12,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/algorithms/output/experiment_1gpu_2aim/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/algo_facil/facil_prefill-262xdecode_262_ops_trace.csv,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/facil_262x262.merge.debug.txt
