schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments
pd_prefill-128xdecode_67_ops_trace.csv,4096,2,12,0.2,0.43214692382811765,0.5268369471124928,0.9589838709406104,0.5414844198971069,0.4724313847885515,1.0139158046856585,-0.10933749606898929,0.05440556232394134,-0.05493193374504801,0.43214692382811765,0.5268034783124929,0.0010999826237874783,0.0,3.34688e-05,0.4005126953124926,0.4005126953124928,0.8010253906249853,0.4005126953124926,0.0,0.0,0.0,0.4005126953124928,0.0,3.4528000000000083e-06,0
