schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments,merge_csv,prefix_combo,prefill_len,meta_decode_stride,schedule_csv,debug_txt
ianus_prefill-128xdecode_67_ops_trace.csv,4096,2,12,0.2,0.4278641448974535,0.9248406171083364,1.3527047620057902,0.5414844198971069,2.142536433470775,2.684020853367882,-0.1136202749996533,-1.2176958163624385,-1.3313160913620918,0.9736460194826052,0.4512477880312415,0.0011169550463872,0.0,0.0169371604919433,0.4005126953124926,0.3621215820312415,0.7626342773437342,0.4005126953124926,0.0,0.0,0.0,0.3621215820312415,0.0,0.0017460823059082,0,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/ianus_128x67.merge.csv,ianus_128x67,128,12,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/algorithms/output/experiment_1gpu_2aim/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/algo_ianus/ianus_prefill-128xdecode_67_ops_trace.csv,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/ianus_128x67.merge.debug.txt
