schedule,dim,shards,decode_stride,non_overlap,prefill_time_s,decode_time_s,total_time_s,trace_prefill_s,trace_decode_s,trace_total_s,delta_prefill_s,delta_decode_s,delta_total_s,gpu_busy_s,pim_busy_s,schedule_comm_s,schedule_other_s,comm_added_s,weight_load_prefill_s,weight_load_decode_s,weight_load_total_s,weight_load_prefill_gpu_s,weight_load_prefill_pim_s,weight_load_prefill_unknown_s,weight_load_decode_gpu_s,weight_load_decode_pim_s,weight_load_decode_unknown_s,comm_kv_load_added_s,missing_segments,merge_csv,prefix_combo,prefill_len,meta_decode_stride,schedule_csv,debug_txt
pd_prefill-128xdecode_403_ops_trace.csv,4096,2,12,0.2,0.4324123443603442,1.1703564895124927,1.602768833872837,0.5414844198971069,1.3776054187128235,1.9190898386099304,-0.1090720755367627,-0.2072489292003307,-0.3163210047370934,0.4324123443603442,1.1699391743124927,0.0064622548863607,0.0,0.0004173152,0.4005126953124926,0.4005126953124928,0.8010253906249853,0.4005126953124926,0.0,0.0,0.0,0.4005126953124928,0.0,3.588799999999992e-05,0,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/pd_128x403.merge.csv,pd_128x403,128,12,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/algorithms/output/experiment_1gpu_2aim/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/algo_pd/pd_prefill-128xdecode_403_ops_trace.csv,/lustre/home/2501111916/workspace/XPUPIM_0226_gpupim_parameter/TriForm/verify/hw_hardware_1gpu_2aim/st12/llama_7b_bf16_b1_s12/pd_128x403.merge.debug.txt
