family,train_MAE_us,train_MAPE_pct,train_P50,train_P90,train_R2,LOOCV_MAE_us,LOOCV_MAPE_pct
linear,1.780479872270309,10.940669830202978,11.113544905858678,18.90855767806375,0.8665732054032271,3.740416672233103,20.37078281892252
wls,1.6712850501426486,8.637467593169278,7.5721276069470616,16.69097657731953,0.8555074980235763,3.2696200603543515,16.07509901517286
robust,1.6214270119204346,8.875663252196956,6.891732058748468,20.9256244907461,0.8446218060716186,3.4092594554167204,17.4360825518178
logy,2.5185934600836504,14.272024905164976,14.033251868745264,25.02677718934722,0.7208959283747216,7.745821655923596,37.51891165293676
hinge,0.43733571772710156,2.6300637809785536,1.6907094506429459,5.919874615331289,0.9893483096877508,1.3878675067004471,6.997189528227567
power,1.4108921295380865,9.529928115406411,8.942055202909053,16.565941023644584,0.9194311457442776,1.6312687003812418,11.097077607144866
