lenpair,prefill,decode,npu,pim,comm
128x128,128,128,1.5641330730985963,39.31089955200889,0.2156134399999958
128x1024,128,1024,1.5641330730985963,283.95028425500936,0.23061162318494244
1024x128,1024,128,13.040474578361303,39.32136601601054,0.3729527120020989
1024x1024,1024,1024,13.040474578361303,284.01957859103163,0.39408140715173906
